timestamp,rmssd,coverage,low_frequency,high_frequency
2025-02-20T21:45:00,131.654,0.736,3085.763,1999.042
2025-02-20T21:50:00,115.002,0.782,2225.326,1025.248
2025-02-20T21:55:00,71.093,0.817,465.27,953.968
2025-02-20T22:00:00,52.811,0.94,477.897,674.409
2025-02-20T22:05:00,44.691,0.701,464.87,284.151
2025-02-20T22:10:00,50.91,0.878,1746.674,564.395
2025-02-20T22:15:00,73.416,0.978,1503.901,1395.963
2025-02-20T22:20:00,55.156,1.002,325.674,878
2025-02-20T22:25:00,69.954,1.002,408.513,1294.075
2025-02-20T22:30:00,53.555,1.003,261.377,796.289
2025-02-20T22:35:00,58.268,0.998,876.565,796.345
2025-02-20T22:40:00,61.192,0.958,827.758,976.153
2025-02-20T22:45:00,69.171,0.981,1623.406,1204.273
2025-02-20T22:50:00,52.39,0.999,519,778.947
2025-02-20T22:55:00,49.517,1.002,427.427,698.895
2025-02-20T23:00:00,42.913,1.003,269.502,477.848
2025-02-20T23:05:00,44.509,0.975,835.466,621.414
2025-02-20T23:10:00,45.593,1.001,573.036,481.164
2025-02-20T23:15:00,40.384,1.005,335.568,465.467
2025-02-20T23:20:00,50.17,0.875,4120.737,519.334
2025-02-20T23:25:00,45.263,0.999,534.039,507.743
2025-02-20T23:30:00,34.237,0.974,580.846,288.232
2025-02-20T23:35:00,31.478,0.996,201.434,279.84
2025-02-20T23:40:00,34.56,0.969,272.727,321.7
2025-02-20T23:45:00,33.043,0.966,1736.127,213.674
2025-02-20T23:50:00,32.418,0.999,218.448,275.783
2025-02-20T23:55:00,33.402,1.003,268.898,289.799
2025-02-21T00:00:00,41.553,0.939,436.719,489.267
2025-02-21T00:05:00,34.249,1.005,660.325,311.897
2025-02-21T00:10:00,37.137,0.999,310.786,342.856
2025-02-21T00:15:00,44.49,1.003,288.517,563.478
2025-02-21T00:20:00,40.086,0.996,345.018,455.501
2025-02-21T00:25:00,40.139,1.006,241.184,469.838
2025-02-21T00:30:00,56.172,0.819,3268.523,770.79
2025-02-21T00:35:00,57.59,1,741.268,950.915
2025-02-21T00:40:00,46.152,1.004,897.292,553.007
2025-02-21T00:45:00,48.015,0.972,199.596,587.348
2025-02-21T00:50:00,42.628,1.005,227.557,514.373
2025-02-21T00:55:00,41.338,0.999,103.966,430.803
2025-02-21T01:00:00,39.828,1.002,379.503,460.041
2025-02-21T01:05:00,35.898,1.001,211.133,360.641
2025-02-21T01:10:00,48.834,0.868,3791.705,453.496
2025-02-21T01:15:00,32.217,0.983,560.778,320.452
2025-02-21T01:20:00,22.625,0.968,126.972,91.673
2025-02-21T01:25:00,46.815,1.005,1204.09,481.193
2025-02-21T01:30:00,37.351,0.959,1104.68,393.21
2025-02-21T01:35:00,36.219,0.962,918.342,298.055
2025-02-21T01:40:00,36.395,0.988,539.524,228.242
2025-02-21T01:45:00,42.694,0.997,609.06,454.295
2025-02-21T01:50:00,29.519,0.967,777.488,215.92
