timestamp,rmssd,coverage,low_frequency,high_frequency
2025-02-24T10:55:00,55.503,0.735,1992.046,738.531
2025-02-24T11:00:00,48.414,0.891,4575.983,656.525
2025-02-24T11:05:00,54.994,0.907,2785.901,693.72
2025-02-24T11:10:00,49.251,0.812,608.07,415.683
2025-02-24T11:15:00,44.824,0.879,1523.639,399.065
2025-02-24T11:20:00,54.566,0.793,768.195,335.47
2025-02-24T11:25:00,46.229,0.92,1278.871,383.871
2025-02-24T11:30:00,42.796,0.935,1783.099,531.655
2025-02-24T11:35:00,32.411,0.955,1352.704,256.484
2025-02-24T11:40:00,30.356,0.923,1639.079,182.593
2025-02-24T11:45:00,32.688,0.971,966.948,256.262
2025-02-24T11:50:00,34.223,0.961,902.807,322.08
2025-02-24T11:55:00,33.189,1.003,807.238,313.714
2025-02-24T12:00:00,32.909,1.002,529.211,276.111
2025-02-24T12:05:00,31.495,1.002,518.102,269.339
2025-02-24T12:10:00,30.05,0.982,475.211,257.217
2025-02-24T12:15:00,31.28,1.003,411.923,217.912
2025-02-24T12:20:00,30.231,0.999,271.313,254.666
2025-02-24T12:25:00,27.123,1.004,467.636,196.659
2025-02-24T12:30:00,34.956,1.005,641.384,284.237
2025-02-24T12:35:00,40.939,0.937,2030.97,296.869
2025-02-24T12:40:00,39.702,0.977,3766.936,369.669
2025-02-24T13:00:00,30.536,0.927,997.79,238.434
2025-02-24T13:05:00,28.862,0.988,1217.292,243.745
2025-02-24T13:10:00,21.568,1.004,564.004,120.454
2025-02-24T13:15:00,46.31,0.743,1907.569,265.331
2025-02-24T13:20:00,43.917,0.954,4565.78,555.166
2025-02-24T13:25:00,45.779,0.945,1487.507,563.269
2025-02-24T13:30:00,36.704,0.941,1459.137,213.84
2025-02-24T13:35:00,46.31,0.955,1241.84,438.899
2025-02-24T13:40:00,42.033,0.928,3295.483,283.691
2025-02-24T13:45:00,50.511,0.973,3093.422,447.435
2025-02-24T13:50:00,47.868,0.961,1293.11,447.702
2025-02-24T13:55:00,49.302,0.856,3651.998,450.424
2025-02-24T14:00:00,37.163,1.002,1194.272,321.403
2025-02-24T14:05:00,42.618,1,1645.184,492.37
2025-02-24T14:10:00,33.55,0.955,2392.797,342.825
2025-02-24T14:15:00,25.426,0.983,998.038,168.084
2025-02-25T00:55:00,45.394,0.862,3104.841,628.763
2025-02-25T01:00:00,45.113,0.915,2384.316,661.947
2025-02-25T01:05:00,44.884,0.881,1322.198,462.973
2025-02-25T01:10:00,38.062,0.939,871.89,448.944
2025-02-25T01:15:00,37.097,0.932,543.289,318.06
2025-02-25T01:20:00,40.313,0.995,1473.746,961.248
2025-02-25T01:25:00,34.683,0.979,381.146,293.978
2025-02-25T01:30:00,33.42,0.978,309.79,303.637
2025-02-25T01:35:00,34.626,0.972,507.567,337.53
2025-02-25T01:40:00,31.251,0.984,295.211,255.722
2025-02-25T01:45:00,35.828,0.992,380.768,316.408
2025-02-25T01:50:00,35.1,0.858,291.65,352.215
2025-02-25T01:55:00,28.848,0.974,536.202,271.591
2025-02-25T02:00:00,19.409,1,764.678,110.81
2025-02-25T02:05:00,29.354,0.891,2968.146,155.97
2025-02-25T02:10:00,45.501,0.971,443.027,554.167
2025-02-25T02:15:00,47.335,0.903,341.965,496.73
2025-02-25T02:20:00,34.44,0.98,414.834,291.293
2025-02-25T02:25:00,35.206,0.978,1371.216,258.211
2025-02-25T02:50:00,35.67,0.993,1067.375,258.523
2025-02-25T02:55:00,39.543,0.959,525.9,386.257
2025-02-25T03:00:00,42.949,1.004,591.036,410.734
2025-02-25T03:05:00,44.818,1.005,812.522,467.247
2025-02-25T03:10:00,40.166,1.002,555.655,328.443
2025-02-25T03:15:00,38.862,0.877,840.164,232.177
2025-02-25T03:20:00,22.522,0.979,745.62,156.912
2025-02-25T03:25:00,22.722,1.003,1201.387,81.251
2025-02-25T03:30:00,30.859,0.858,1892.032,220.59
2025-02-25T03:40:00,51.333,0.784,1442.219,294.496
2025-02-25T03:45:00,41.992,0.843,2579.412,450.026
2025-02-25T03:50:00,40.137,0.967,711.026,496.441
2025-02-25T03:55:00,37.28,1.004,364.745,386.92
2025-02-25T04:00:00,48.486,1.003,512.601,688.373
2025-02-25T04:05:00,49.741,1.003,556.417,705.714
2025-02-25T04:10:00,48.795,0.989,996.534,760.672
2025-02-25T04:15:00,48.741,1.004,972.67,685.619
2025-02-25T04:20:00,56.006,1.003,867.349,1139.216
2025-02-25T04:25:00,48.187,0.951,772.316,802.482
2025-02-25T04:30:00,44.579,0.979,1156.994,498.791
2025-02-25T04:40:00,35.213,1.002,542.931,299.639
2025-02-25T04:45:00,43.306,0.965,1250.113,333.14
2025-02-25T04:50:00,36.82,0.995,1913.754,285.444
2025-02-25T04:55:00,45.349,0.889,1552.58,426.592
2025-02-25T05:00:00,41.967,0.829,651.315,463.359
2025-02-25T05:05:00,26.229,0.985,1028.245,102.049
2025-02-25T05:10:00,43.073,0.933,1824.556,293.925
2025-02-25T05:15:00,30.788,0.976,1381.253,183.447
2025-02-25T05:20:00,32.693,0.963,1702.387,222.592
2025-02-25T05:30:00,41.826,0.857,3262.242,496.663
2025-02-25T05:40:00,42.174,0.867,2329.441,268.806
2025-02-25T06:15:00,53.997,1,547.089,670.927
2025-02-25T06:20:00,55.145,0.88,804.402,745.653
2025-02-25T06:40:00,39.522,1.003,1198.122,274.798
2025-02-25T06:45:00,39.995,1.004,680.428,366.086
2025-02-25T06:50:00,41.114,0.895,1791.069,336.773
2025-02-25T06:55:00,46.761,1.003,1121.075,513.238
2025-02-25T07:00:00,40.635,0.956,2755.768,431.529
2025-02-25T07:05:00,54.178,0.914,2538.508,554.83
2025-02-25T07:10:00,42.106,0.953,5375.978,356.194
2025-02-25T07:15:00,39.595,0.989,2239.63,325.502
2025-02-25T07:20:00,35.826,0.921,2573.558,338.664
2025-02-25T07:25:00,33.217,0.912,2221.548,305.393
2025-02-25T07:30:00,35.05,0.911,2101.541,276.739
2025-02-25T07:35:00,36.332,0.96,1622.287,286.062
2025-02-25T07:40:00,34.573,1.003,2308.704,256.958
2025-02-25T07:45:00,35.693,0.96,1298.096,272.729
2025-02-25T07:50:00,35.089,0.974,1344.009,253.918
2025-02-25T07:55:00,36.644,0.945,559.038,278.285
2025-02-25T08:00:00,41.146,1.003,1064.161,444.978
2025-02-25T08:05:00,35.426,0.988,1710.397,290.517
2025-02-25T08:10:00,35.751,0.969,592.216,281.595
2025-02-25T08:15:00,40.068,0.986,972.711,324.471
2025-02-25T08:20:00,45.662,0.998,1265.554,519.647
2025-02-25T08:25:00,38.69,1.003,552.616,423.6
2025-02-25T08:30:00,41.874,1.002,687.473,482.69
2025-02-25T08:35:00,37.955,0.937,548.325,393.858
2025-02-25T08:40:00,54.265,0.949,5247.281,458.3
2025-02-25T08:45:00,45.096,1.004,2834.24,595.872
2025-02-25T08:50:00,31.676,0.984,2364.124,218.825
2025-02-25T08:55:00,35.819,0.997,2341.42,226.199
2025-02-25T09:00:00,36.961,0.962,837.894,405.806
2025-02-25T09:05:00,44.654,0.999,1128.174,824.356
2025-02-25T09:10:00,34.966,0.95,576.168,213.839
2025-02-25T09:15:00,43.108,1.003,980.069,470.158
2025-02-25T09:20:00,46.727,0.979,1140.857,514.469
2025-02-25T09:25:00,45.526,0.989,754.943,502.742
2025-02-25T09:30:00,37.378,0.901,2708.443,166.051
2025-02-26T01:35:00,47.477,0.762,1306.146,495.826
2025-02-26T01:40:00,48.983,0.916,1567.565,610.821
2025-02-26T01:45:00,51.024,0.974,1104.927,822.646
2025-02-26T01:50:00,44.738,0.971,452.226,528.163
2025-02-26T01:55:00,44.991,0.992,497.513,612.274
2025-02-26T02:00:00,45.826,0.998,312.019,650.337
2025-02-26T02:05:00,46.128,1.001,339.891,724.537
2025-02-26T02:10:00,48.617,0.993,976.45,852.834
2025-02-26T02:15:00,46.713,1,373.548,662.27
2025-02-26T02:20:00,49.787,0.996,730.534,831.194
2025-02-26T02:25:00,23.049,1.002,962.053,136.815
2025-02-26T02:30:00,33.186,0.912,3054.217,426.647
2025-02-26T02:35:00,31.28,0.912,1878.069,249.944
2025-02-26T02:40:00,42.048,1.004,773.219,453.523
2025-02-26T02:45:00,43.464,1.006,593.654,522.862
2025-02-26T02:50:00,48.834,0.898,1737.067,462.87
2025-02-26T02:55:00,40.372,1.002,535.847,406.206
2025-02-26T03:00:00,40.605,0.956,762.309,385.455
2025-02-26T03:05:00,43.825,0.974,397.597,516.264
2025-02-26T03:10:00,45.2,0.993,429.884,468.616
2025-02-26T03:15:00,52.897,0.992,789.82,638.561
2025-02-26T03:20:00,49.901,0.99,599.759,562.654
2025-02-26T03:25:00,54.506,0.859,3115.129,350.7
2025-02-26T03:30:00,66.58,1.003,5608.342,913.328
2025-02-26T03:35:00,58.144,0.995,911.043,726.011
2025-02-26T03:40:00,58.747,1.002,649.913,791.679
2025-02-26T03:45:00,58.186,0.983,1535.728,741.87
2025-02-26T03:50:00,55.264,0.966,1286.348,574.402
2025-02-26T03:55:00,58.939,0.965,4818.588,757.781
2025-02-26T04:00:00,49.798,0.912,2623.428,506.461
2025-02-26T04:05:00,41.061,0.93,1572.04,274.853
2025-02-26T04:10:00,34.287,0.991,1229.626,198.493
2025-02-26T04:15:00,40.2,0.899,1400.632,440.251
2025-02-26T04:20:00,39.958,0.844,5316.213,1817.002
2025-02-26T04:25:00,44.285,0.841,3811.927,677.892
2025-02-26T04:45:00,48.077,0.91,2146.529,564.382
2025-02-26T04:50:00,47.004,1.003,631.693,544.912
2025-02-26T04:55:00,48.847,1.004,539.048,540.834
2025-02-26T05:00:00,45.809,1.002,954.692,476.859
2025-02-26T05:05:00,56.086,0.969,3776.758,646.35
2025-02-26T05:10:00,60.476,1.006,1003.49,803.869
2025-02-26T05:15:00,57.058,0.995,501.894,818.74
2025-02-26T05:20:00,50.988,0.9,4888.513,550.27
2025-02-26T05:25:00,44.502,1.005,624.552,479.765
2025-02-26T05:30:00,47.146,0.92,636.078,391.888
2025-02-26T05:35:00,54.966,1.003,755.639,651.917
2025-02-26T05:40:00,59.107,0.995,516.641,805.489
2025-02-26T05:45:00,68.743,1.002,1665.695,866.739
2025-02-26T05:50:00,66.836,1.006,596.106,1152.937
2025-02-26T05:55:00,73.413,0.974,1760.132,1505.225
2025-02-26T06:10:00,43.557,0.77,2180.972,445.52
2025-02-26T06:15:00,38.998,0.965,2665.612,447.479
2025-02-26T06:20:00,51.652,0.954,1860.405,442.97
2025-02-26T06:25:00,50.318,1.004,1760.35,737.463
2025-02-26T06:30:00,47.904,0.956,2045.037,672.515
2025-02-26T06:35:00,38.942,0.99,1082.934,335.816
2025-02-26T06:40:00,43.121,1.001,613.041,445.907
