timestamp,overall_score,deep_sleep_in_minutes
2025-03-14T06:31:00Z,83,134
2025-03-15T08:45:30Z,85,81
2025-03-16T09:20:00Z,90,111
2025-03-17T07:12:00Z,78,93
2025-03-18T06:04:30Z,87,127
2025-03-19T04:58:30Z,77,71
2025-03-20T04:59:30Z,88,108
2025-03-21T07:00:30Z,86,99
2025-03-22T07:58:30Z,87,139
2025-03-23T07:40:30Z,85,107
2025-03-24T04:59:00Z,80,48
2025-03-25T06:03:00Z,84,108
2025-03-26T05:03:00Z,78,86
2025-03-27T04:53:30Z,77,94
2025-03-28T06:45:00Z,88,93
2025-03-29T08:01:00Z,84,87
2025-03-30T07:45:00Z,87,90
2025-03-31T04:58:30Z,77,65
2025-04-01T07:00:00Z,89,116
2025-04-02T04:28:30Z,80,80
2025-04-03T09:32:30Z,82,125
2025-04-04T06:55:30Z,83,87
2025-04-05T09:09:00Z,92,124
2025-04-07T06:14:30Z,81,114
2025-04-08T06:59:30Z,84,90
2025-04-09T04:57:00Z,83,76
2025-04-10T04:58:30Z,84,100
2025-04-11T07:02:00Z,86,116
2025-04-12T07:39:00Z,86,101
2025-04-13T08:21:30Z,84,109
2025-04-14T04:58:00Z,71,56
2025-04-15T07:03:30Z,83,102
2025-04-16T09:16:00Z,92,155
2025-04-17T09:11:00Z,93,140
2025-04-18T08:56:00Z,79,96
2025-04-19T09:00:00Z,90,92
2025-04-20T09:27:30Z,90,142
2025-04-21T09:21:30Z,87,80
2025-04-22T09:25:30Z,87,90
2025-04-23T09:47:30Z,89,71
2025-04-24T10:27:00Z,90,102
2025-04-25T05:39:30Z,72,75
2025-04-26T09:41:30Z,91,118
2025-04-27T09:41:00Z,90,94
2025-04-30T04:58:30Z,65,79
2025-05-01T07:58:00Z,86,93
2025-05-02T09:50:30Z,78,39
2025-05-03T08:59:00Z,86,117
2025-05-04T09:15:30Z,93,132
2025-05-05T09:51:00Z,90,108
2025-05-06T05:58:00Z,82,88
2025-05-07T04:58:00Z,80,88
2025-05-08T05:24:00Z,85,82
2025-05-09T06:59:30Z,82,70
2025-05-10T08:14:30Z,93,145
2025-05-11T08:33:00Z,92,89
2025-05-12T05:00:00Z,81,96
2025-05-13T06:34:00Z,85,92
2025-05-14T04:28:30Z,82,57
2025-05-15T09:19:30Z,88,93
2025-05-16T07:23:30Z,81,92
2025-05-17T08:59:00Z,84,109
2025-05-18T09:46:00Z,82,86
2025-05-19T04:55:30Z,68,61
2025-05-20T07:11:30Z,88,107
2025-05-21T04:58:00Z,79,48
2025-05-22T06:21:00Z,77,69
2025-05-24T06:52:00Z,76,79
2025-05-25T06:58:00Z,75,46
2025-05-26T07:10:00Z,82,68
2025-05-27T05:45:00Z,72,49
2025-05-28T07:06:00Z,73,62
2025-05-29T17:35:00Z,94,137
2025-05-30T09:15:30Z,89,85
2025-05-31T10:02:30Z,92,122
2025-06-01T09:54:00Z,91,97
2025-06-02T09:52:00Z,89,106
2025-06-03T05:58:00Z,79,111
2025-06-04T04:58:30Z,85,98
2025-06-05T05:22:00Z,84,99
2025-06-06T06:59:30Z,92,103
2025-06-07T07:06:30Z,79,103
2025-06-08T09:28:30Z,88,90
2025-06-09T04:58:30Z,83,94
2025-06-10T06:09:00Z,86,95
2025-06-11T05:00:30Z,80,77
2025-06-12T05:04:30Z,79,101
2025-06-13T07:17:00Z,83,75
