timestamp,overall_score,deep_sleep_in_minutes
2025-02-26T02:21:30Z,65,34
2025-02-27T07:41:00Z,82,73
2025-02-28T09:44:30Z,77,63
2025-03-01T06:14:30Z,76,107
2025-03-01T10:47:30Z,64,20
2025-03-03T07:38:30Z,84,89
2025-03-04T07:35:30Z,82,94
2025-03-05T07:41:00Z,86,87
2025-03-06T07:38:00Z,86,113
2025-03-07T08:26:00Z,86,56
2025-03-08T09:28:30Z,70,73
2025-03-09T10:16:30Z,77,81
2025-03-10T05:57:30Z,79,66
2025-03-11T07:37:00Z,76,62
2025-03-12T07:42:30Z,80,77
2025-03-13T06:50:30Z,88,115
2025-03-14T07:41:30Z,79,91
2025-03-15T08:55:00Z,74,74
2025-03-18T01:49:00Z,62,21
2025-03-18T07:35:00Z,68,32
2025-03-19T07:31:00Z,85,84
2025-03-20T05:26:30Z,54,36
2025-03-22T10:07:00Z,89,75
2025-03-23T10:14:00Z,84,87
2025-03-24T07:39:00Z,70,43
2025-03-25T07:39:30Z,85,86
2025-03-26T07:43:00Z,79,89
2025-03-27T08:24:00Z,76,85
2025-03-28T07:45:00Z,78,86
2025-03-29T08:03:00Z,76,75
2025-03-31T09:19:00Z,63,83
2025-04-01T07:52:00Z,79,47
2025-04-02T07:43:30Z,76,63
2025-04-03T07:48:30Z,73,74
2025-04-04T10:13:30Z,87,72
2025-04-05T08:02:30Z,71,71
2025-04-10T07:35:30Z,76,51
2025-04-11T09:52:30Z,75,74
2025-04-12T10:51:30Z,76,97
2025-04-21T11:05:30Z,81,117
2025-04-22T07:28:00Z,80,91
2025-04-23T07:01:00Z,73,65
2025-04-24T07:55:00Z,73,69
2025-04-25T08:29:00Z,82,66
2025-04-26T10:32:00Z,73,76
2025-04-29T07:27:30Z,77,73
2025-05-10T06:27:30Z,73,62
2025-05-13T08:31:00Z,89,134
2025-05-15T09:07:30Z,80,75
2025-05-16T07:45:00Z,78,103
2025-05-19T07:22:30Z,76,66
2025-05-27T08:17:30Z,86,126
2025-06-02T07:39:00Z,66,11
2025-06-03T08:20:30Z,73,50
2025-06-07T09:30:30Z,75,79
2025-06-09T07:53:00Z,76,85
