DATE,UPDATED_AT,STRESS_SCORE,CALCULATION_FAILED
2025-03-14T00:00:00,2025-03-14T15:11:00.146,0,true
2025-03-15T00:00:00,2025-03-17T01:08:03.198,73,false
2025-03-16T00:00:00,2025-03-17T01:08:03.213,78,false
2025-03-17T00:00:00,2025-03-17T16:14:41.665,68,false
2025-03-18T00:00:00,2025-03-18T12:53:42.337,71,false
2025-03-19T00:00:00,2025-03-19T12:46:13.883,75,false
2025-03-20T00:00:00,2025-03-20T13:40:44.455,77,false
2025-03-21T00:00:00,2025-03-21T12:55:30.759,78,false
2025-03-26T00:00:00,2025-03-27T01:08:23.132,77,false
2025-03-25T00:00:00,2025-03-27T01:08:23.705,78,false
2025-03-22T00:00:00,2025-03-27T01:08:24.403,84,false
2025-03-27T00:00:00,2025-03-31T17:03:41.569,73,false
2025-03-30T00:00:00,2025-03-31T17:03:41.948,80,false
2025-03-28T00:00:00,2025-03-31T17:03:41.999,72,false
2025-03-29T00:00:00,2025-03-31T17:03:42.52,68,false
2025-04-01T00:00:00,2025-04-01T15:03:29.779,71,false
2025-04-02T00:00:00,2025-04-02T12:58:11.246,73,false
2025-04-03T00:00:00,2025-04-03T15:00:28.828,71,false
2025-04-04T00:00:00,2025-04-04T12:56:00.652,74,false
2025-04-05T00:00:00,2025-04-05T15:07:16.096,73,false
2025-04-06T00:00:00,2025-04-06T14:26:52.937,79,false
2025-04-07T00:00:00,2025-04-07T15:52:36.144,72,false
2025-04-09T00:00:00,2025-04-09T12:47:38.335,73,false
2025-04-10T00:00:00,2025-04-10T13:02:54.601,74,false
2025-04-11T00:00:00,2025-04-11T12:52:57.785,63,false
2025-04-12T00:00:00,2025-04-12T16:05:12.883,72,false
2025-04-13T00:00:00,2025-04-13T15:28:44.693,76,false
2025-04-16T00:00:00,2025-04-22T03:36:06.277,65,false
2025-04-21T00:00:00,2025-04-22T03:36:07.005,0,true
2025-04-15T00:00:00,2025-04-22T03:36:07.57,69,false
2025-04-17T00:00:00,2025-04-22T03:36:07.185,72,false
2025-04-24T00:00:00,2025-04-26T03:17:29.993,62,false
2025-04-23T00:00:00,2025-04-26T03:17:30.6,74,false
2025-04-25T00:00:00,2025-04-26T03:17:30.053,0,true
2025-04-22T00:00:00,2025-04-26T03:17:30.807,65,false
2025-04-26T00:00:00,2025-04-26T17:39:10.185,75,false
2025-04-27T00:00:00,2025-04-27T15:31:20.82,82,false
2025-04-28T00:00:00,2025-04-28T12:20:25.85,0,true
