timestamp,rmssd,coverage,low_frequency,high_frequency
2025-03-14T00:05:00,61.2,0.987,839.294,1733.236
2025-03-14T00:10:00,54.66,0.944,3353.995,1109.621
2025-03-14T00:15:00,46.903,1.001,2072.22,922.375
2025-03-14T00:20:00,45.997,1.004,865.514,868.077
2025-03-14T00:25:00,36.626,1,569.589,550.235
2025-03-14T00:30:00,33.784,1.003,334.216,515.002
2025-03-14T00:35:00,35.721,1.002,563.454,633.207
2025-03-14T00:40:00,34.691,1.005,945.338,490.888
2025-03-14T00:45:00,32.404,1.003,736.569,384.978
2025-03-14T00:50:00,30.825,0.984,937.607,349.444
2025-03-14T00:55:00,25.656,1.003,336.556,351.791
2025-03-14T01:00:00,23.108,1.001,659.394,234.081
2025-03-14T01:05:00,23.786,1.002,141.349,292.59
2025-03-14T01:10:00,31.324,0.924,1109.294,453.49
2025-03-14T01:15:00,15.216,1.002,163.32,91.748
2025-03-14T01:20:00,13.591,0.984,456.945,63.067
2025-03-14T01:25:00,18.13,0.988,658.986,133.766
2025-03-14T01:30:00,20.105,0.972,414.785,158.762
2025-03-14T01:35:00,20.371,1.003,385.688,156.037
2025-03-14T01:40:00,20.223,1.003,349.774,187.996
2025-03-14T01:45:00,19.629,1.002,166.803,183.328
2025-03-14T01:50:00,20.775,1,191.529,202.556
2025-03-14T01:55:00,19.554,1.003,455.686,166.016
2025-03-14T02:00:00,24.975,1.003,589.513,218.967
2025-03-14T02:05:00,33.428,0.971,454.022,512.247
2025-03-14T02:10:00,32.118,1.001,415.84,545.601
2025-03-14T02:15:00,31.235,0.937,762.139,347.349
2025-03-14T02:20:00,28.809,1.002,466.474,375.205
2025-03-14T02:25:00,33.551,0.96,1729.603,547.033
2025-03-14T02:30:00,28.661,1.002,500.641,420.847
2025-03-14T02:35:00,28.381,0.968,1354.581,207.881
2025-03-14T02:40:00,27.443,0.985,872.672,278.045
2025-03-14T02:45:00,29.486,1.002,650.206,198.058
2025-03-14T02:50:00,33.436,0.929,644.797,496.17
2025-03-14T02:55:00,27.403,0.998,2731.796,200.709
2025-03-14T03:00:00,34.578,0.954,3944.207,442.817
2025-03-14T03:05:00,37.457,0.956,1227.657,547.37
2025-03-14T03:10:00,39.514,0.982,1145.151,589.745
2025-03-14T03:15:00,42.486,0.956,2974.9,506.93
2025-03-14T03:20:00,32.97,1.005,790.889,572.984
2025-03-14T03:25:00,30.546,0.99,461.426,296.965
2025-03-14T03:30:00,31.313,1.003,643.121,464.535
2025-03-14T03:35:00,28.447,1.003,379.914,373.137
2025-03-14T03:40:00,32.591,1,323.286,506.145
2025-03-14T03:45:00,29.853,1.003,367.405,437.286
2025-03-14T03:50:00,38.407,0.96,1713.219,555.538
2025-03-14T03:55:00,41.483,0.946,1593.721,746.755
2025-03-14T04:00:00,38.881,0.955,1234.781,511.74
2025-03-14T04:05:00,47.035,1.002,919.826,796.624
2025-03-14T04:10:00,46.454,0.921,2252.324,1337.301
2025-03-14T04:15:00,37.753,0.986,1388.896,562.997
2025-03-14T04:20:00,42.855,0.954,1663.902,769.676
2025-03-14T04:25:00,39.643,0.941,640.72,517.641
2025-03-14T04:30:00,37.951,0.988,1031.242,455.393
2025-03-14T04:35:00,35.734,1.005,512.374,489.486
2025-03-14T04:40:00,35.106,0.998,326.421,437.716
2025-03-14T04:45:00,34.444,0.975,700.605,465.059
2025-03-14T04:50:00,42.387,1.001,624.814,555.273
2025-03-14T04:55:00,39.807,0.96,1452.208,481.363
2025-03-14T05:00:00,37.426,1.006,673.348,454.763
2025-03-14T05:05:00,43.024,0.93,1941.395,509.221
2025-03-14T05:10:00,56.997,0.962,2583.265,775.823
2025-03-14T05:15:00,39.441,0.965,1462.674,314.506
2025-03-14T05:20:00,55.973,0.882,1243.372,1262.217
2025-03-14T05:25:00,60.87,0.982,1751.07,1331.064
2025-03-14T05:30:00,64.506,0.99,1294.476,1186.584
2025-03-14T05:35:00,62.571,0.83,2027.562,1639.027
2025-03-14T05:40:00,46.866,1.001,790.847,822.697
2025-03-14T05:45:00,46.283,0.865,1498.022,510.315
2025-03-14T05:50:00,40.256,0.988,906.846,561.928
2025-03-14T05:55:00,39.596,0.979,491.545,647.884
2025-03-14T06:00:00,37.996,1,636.036,565.327
2025-03-14T06:05:00,42.135,0.967,1374.432,690.368
2025-03-14T06:10:00,39.717,1.001,980.89,697.87
2025-03-14T06:15:00,46.575,0.966,1316.665,713.687
2025-03-14T06:20:00,43.18,1.004,2027.138,540.703
2025-03-14T06:25:00,47.974,0.874,1411.588,622.438
2025-03-14T06:30:00,48.085,0.979,2307.634,823.187
2025-03-14T06:35:00,47.672,1.002,2058.773,754.945
2025-03-14T06:40:00,60.885,0.915,2849.095,1069.203
2025-03-14T06:45:00,56.461,1.003,4113.124,1365.622
2025-03-14T06:50:00,35.019,0.99,2059.696,489.638
2025-03-14T06:55:00,39.898,0.968,660.669,661.271
2025-03-14T07:00:00,49.734,0.958,2354.805,864.887
