timestamp,overall_score,deep_sleep_in_minutes
2025-03-14T08:32:30Z,88,101
2025-03-15T08:32:00Z,91,101
2025-03-16T09:03:30Z,89,110
2025-03-17T09:07:00Z,85,70
2025-03-18T06:39:30Z,78,68
2025-03-19T06:29:30Z,77,73
2025-03-20T06:41:00Z,83,93
2025-03-21T06:42:00Z,76,68
2025-03-22T09:22:00Z,91,96
2025-03-25T06:53:00Z,82,85
2025-03-26T06:41:00Z,74,85
2025-03-27T06:39:30Z,74,42
2025-03-28T08:16:00Z,87,99
2025-03-29T08:47:30Z,87,118
2025-03-30T09:38:00Z,85,96
2025-04-01T09:02:30Z,85,80
2025-04-02T06:39:30Z,78,84
2025-04-03T08:47:30Z,86,97
2025-04-04T06:35:00Z,73,70
2025-04-05T08:51:30Z,86,90
2025-04-06T08:03:30Z,83,65
2025-04-07T09:34:30Z,79,75
2025-04-09T06:33:00Z,79,90
2025-04-10T06:48:00Z,83,83
2025-04-11T06:34:30Z,81,76
2025-04-12T09:43:00Z,89,116
2025-04-13T09:05:30Z,88,84
2025-04-15T08:54:00Z,87,104
2025-04-16T08:08:30Z,78,49
2025-04-17T08:34:00Z,88,71
2025-04-21T08:55:00Z,86,91
2025-04-22T07:59:00Z,78,70
2025-04-23T10:03:00Z,88,136
2025-04-24T08:06:30Z,82,92
2025-04-25T08:56:30Z,86,90
2025-04-26T07:24:00Z,81,67
2025-04-27T09:19:00Z,90,71
2025-04-28T06:19:30Z,77,50
