timestamp,level
2025-03-13T18:17:00Z,SEDENTARY
2025-03-13T18:18:00Z,SEDENTARY
2025-03-13T18:19:00Z,SEDENTARY
2025-03-13T18:20:00Z,SEDENTARY
2025-03-13T18:22:00Z,SEDENTARY
2025-03-13T18:23:00Z,SEDENTARY
2025-03-13T18:24:00Z,LIGHTLY_ACTIVE
2025-03-13T18:25:00Z,SEDENTARY
2025-03-13T18:26:00Z,LIGHTLY_ACTIVE
2025-03-13T18:27:00Z,LIGHTLY_ACTIVE
2025-03-13T18:28:00Z,LIGHTLY_ACTIVE
2025-03-13T18:29:00Z,LIGHTLY_ACTIVE
2025-03-13T18:30:00Z,LIGHTLY_ACTIVE
2025-03-13T18:31:00Z,LIGHTLY_ACTIVE
2025-03-13T18:32:00Z,SEDENTARY
2025-03-13T18:33:00Z,LIGHTLY_ACTIVE
2025-03-13T18:34:00Z,SEDENTARY
2025-03-13T18:35:00Z,LIGHTLY_ACTIVE
2025-03-13T18:36:00Z,LIGHTLY_ACTIVE
2025-03-13T18:37:00Z,LIGHTLY_ACTIVE
2025-03-13T18:38:00Z,SEDENTARY
2025-03-13T18:39:00Z,SEDENTARY
2025-03-13T18:40:00Z,SEDENTARY
2025-03-13T18:41:00Z,SEDENTARY
2025-03-13T18:43:00Z,SEDENTARY
2025-03-13T18:44:00Z,SEDENTARY
2025-03-13T18:45:00Z,LIGHTLY_ACTIVE
2025-03-13T18:46:00Z,SEDENTARY
2025-03-13T18:47:00Z,LIGHTLY_ACTIVE
2025-03-13T18:48:00Z,SEDENTARY
2025-03-13T18:49:00Z,LIGHTLY_ACTIVE
2025-03-13T18:51:00Z,SEDENTARY
2025-03-13T18:52:00Z,LIGHTLY_ACTIVE
2025-03-13T18:53:00Z,LIGHTLY_ACTIVE
2025-03-13T18:54:00Z,LIGHTLY_ACTIVE
2025-03-13T18:55:00Z,SEDENTARY
2025-03-13T18:56:00Z,SEDENTARY
2025-03-13T18:57:00Z,SEDENTARY
2025-03-13T18:58:00Z,SEDENTARY
2025-03-13T18:59:00Z,SEDENTARY
2025-03-13T19:00:00Z,LIGHTLY_ACTIVE
2025-03-13T19:01:00Z,SEDENTARY
2025-03-13T19:02:00Z,SEDENTARY
2025-03-13T19:03:00Z,SEDENTARY
2025-03-13T19:04:00Z,SEDENTARY
2025-03-13T19:05:00Z,SEDENTARY
2025-03-13T19:06:00Z,SEDENTARY
2025-03-13T19:07:00Z,SEDENTARY
2025-03-13T19:08:00Z,SEDENTARY
2025-03-13T19:09:00Z,SEDENTARY
2025-03-13T19:10:00Z,LIGHTLY_ACTIVE
2025-03-13T19:11:00Z,SEDENTARY
2025-03-13T19:12:00Z,SEDENTARY
2025-03-13T19:13:00Z,SEDENTARY
2025-03-13T19:14:00Z,SEDENTARY
2025-03-13T19:15:00Z,SEDENTARY
2025-03-13T19:16:00Z,SEDENTARY
2025-03-13T19:17:00Z,SEDENTARY
2025-03-13T19:18:00Z,SEDENTARY
2025-03-13T19:19:00Z,SEDENTARY
2025-03-13T19:20:00Z,SEDENTARY
2025-03-13T19:21:00Z,SEDENTARY
2025-03-13T19:22:00Z,SEDENTARY
2025-03-13T19:23:00Z,SEDENTARY
2025-03-13T19:24:00Z,SEDENTARY
2025-03-13T19:25:00Z,SEDENTARY
2025-03-13T19:26:00Z,SEDENTARY
2025-03-13T19:27:00Z,SEDENTARY
2025-03-13T19:28:00Z,SEDENTARY
2025-03-13T19:29:00Z,SEDENTARY
2025-03-13T19:30:00Z,LIGHTLY_ACTIVE
2025-03-13T19:31:00Z,LIGHTLY_ACTIVE
2025-03-13T19:32:00Z,LIGHTLY_ACTIVE
2025-03-13T19:33:00Z,LIGHTLY_ACTIVE
2025-03-13T19:34:00Z,LIGHTLY_ACTIVE
2025-03-13T19:35:00Z,LIGHTLY_ACTIVE
2025-03-13T19:36:00Z,LIGHTLY_ACTIVE
2025-03-13T19:37:00Z,MODERATELY_ACTIVE
2025-03-13T19:38:00Z,MODERATELY_ACTIVE
2025-03-13T19:39:00Z,MODERATELY_ACTIVE
2025-03-13T19:40:00Z,LIGHTLY_ACTIVE
2025-03-13T19:41:00Z,SEDENTARY
2025-03-13T19:42:00Z,SEDENTARY
2025-03-13T19:43:00Z,SEDENTARY
2025-03-13T19:44:00Z,SEDENTARY
2025-03-13T19:45:00Z,LIGHTLY_ACTIVE
2025-03-13T19:46:00Z,LIGHTLY_ACTIVE
2025-03-13T19:47:00Z,SEDENTARY
2025-03-13T19:48:00Z,SEDENTARY
