DATE,UPDATED_AT,STRESS_SCORE,CALCULATION_FAILED
2025-03-05T00:00:00,2025-03-05T18:24:49.489,69,false
2025-04-01T00:00:00,2025-04-03T00:06:29.148,0,true
2025-03-27T00:00:00,2025-04-03T00:06:29.621,0,true
2025-03-28T00:00:00,2025-04-03T00:06:29.653,0,true
2025-04-02T00:00:00,2025-04-03T00:06:30.418,72,false
2025-04-04T00:00:00,2025-04-06T21:27:37.625,0,true
2025-04-06T00:00:00,2025-04-06T21:27:37.982,64,false
2025-04-03T00:00:00,2025-04-06T21:27:38.76,80,false
2025-04-05T00:00:00,2025-04-06T21:27:39.43,82,false
2025-04-30T00:00:00,2025-05-07T03:48:36.123,0,true
2025-05-02T00:00:00,2025-05-07T03:48:36.521,65,false
2025-05-06T00:00:00,2025-05-07T03:48:36.729,0,true
2025-05-01T00:00:00,2025-05-07T03:48:36.804,0,true
2025-06-03T00:00:00,2025-06-10T02:24:24.924,0,true
2025-06-05T00:00:00,2025-06-10T02:24:25.215,73,false
2025-06-04T00:00:00,2025-06-10T02:24:25.274,71,false
2025-06-09T00:00:00,2025-06-10T02:24:25.344,0,true
