timestamp,overall_score,deep_sleep_in_minutes
2025-02-21T06:02:30Z,84,109
2025-02-22T08:39:30Z,83,81
2025-02-23T12:28:30Z,81,92
2025-02-24T06:10:30Z,83,60
2025-02-25T06:03:30Z,71,28
2025-02-26T05:51:30Z,75,100
2025-02-27T07:26:00Z,77,90
2025-02-28T07:46:30Z,76,86
2025-03-01T07:18:30Z,55,15
2025-03-02T08:29:30Z,75,45
2025-03-03T05:43:00Z,79,63
2025-03-04T12:50:00Z,91,111
2025-03-06T06:10:30Z,72,54
2025-03-07T05:15:00Z,68,41
2025-03-08T10:24:00Z,85,91
2025-03-09T12:01:00Z,90,115
2025-03-10T05:46:00Z,75,68
2025-03-11T08:50:30Z,86,56
2025-03-12T06:25:00Z,76,60
2025-03-13T05:47:30Z,79,56
2025-03-14T08:00:30Z,87,123
2025-03-15T09:51:30Z,86,104
2025-03-16T11:47:00Z,85,112
2025-03-17T08:22:30Z,87,100
2025-03-18T05:41:00Z,69,50
2025-03-19T06:32:30Z,73,75
2025-03-20T05:31:30Z,74,39
2025-03-21T07:09:30Z,76,59
2025-03-25T06:19:30Z,75,79
2025-03-26T10:51:30Z,83,123
2025-03-27T05:21:00Z,73,56
2025-03-28T05:32:00Z,80,53
2025-03-29T09:09:30Z,88,99
2025-04-02T05:46:00Z,74,45
2025-04-03T06:14:30Z,77,45
2025-04-12T10:46:30Z,89,94
2025-04-13T10:58:30Z,84,110
2025-04-14T10:03:30Z,87,74
2025-04-15T11:01:00Z,80,28
2025-04-16T10:36:00Z,82,64
2025-04-22T05:43:30Z,69,32
2025-04-22T11:57:30Z,62,32
2025-04-23T10:43:00Z,72,70
2025-04-24T05:25:30Z,49,59
2025-04-25T05:53:00Z,46,39
2025-04-26T12:31:00Z,72,78
2025-04-27T13:33:00Z,80,109
2025-04-28T05:40:30Z,60,8
2025-04-29T06:10:00Z,65,22
2025-05-04T11:03:30Z,73,58
2025-05-06T05:23:00Z,67,44
2025-05-07T05:38:30Z,71,25
2025-05-08T05:34:00Z,64,15
2025-05-08T18:06:30Z,70,57
2025-05-09T10:46:00Z,83,70
2025-05-10T10:49:30Z,78,35
2025-05-11T07:01:30Z,72,64
2025-05-12T14:09:00Z,83,76
2025-05-13T05:33:00Z,71,39
2025-05-19T05:23:30Z,79,97
2025-05-26T05:55:00Z,62,52
2025-06-02T04:27:30Z,64,48
2025-06-04T04:24:30Z,61,36
