timestamp,overall_score,deep_sleep_in_minutes
2025-02-19T05:19:30Z,76,72
2025-02-20T06:49:30Z,71,52
2025-02-21T05:41:00Z,72,101
2025-02-21T15:14:30Z,51,22
2025-02-22T08:23:00Z,84,152
2025-02-23T07:57:00Z,68,73
2025-02-24T06:47:30Z,78,71
2025-02-26T05:35:00Z,67,104
2025-02-27T06:54:30Z,78,110
2025-02-28T06:15:30Z,77,96
2025-03-01T09:14:30Z,76,116
2025-03-02T09:49:30Z,78,46
2025-03-03T06:58:30Z,77,74
2025-03-04T05:45:30Z,69,73
2025-03-05T05:23:00Z,69,39
2025-03-06T07:03:00Z,80,78
2025-03-07T05:31:00Z,58,9
2025-03-08T08:03:30Z,71,75
2025-03-09T09:16:30Z,83,69
2025-03-10T07:04:00Z,69,94
2025-03-11T06:09:30Z,76,74
2025-03-12T05:42:30Z,70,56
2025-03-13T07:01:00Z,72,30
2025-03-15T08:55:30Z,83,68
2025-03-16T08:37:30Z,70,82
2025-03-17T10:11:30Z,86,96
2025-03-18T05:43:30Z,63,84
2025-03-19T05:55:30Z,72,88
2025-03-20T05:50:30Z,59,22
2025-03-21T05:52:30Z,66,46
2025-03-22T09:30:30Z,72,71
2025-03-23T09:24:30Z,74,79
2025-03-24T06:58:00Z,73,46
2025-03-25T06:09:30Z,78,71
2025-03-26T05:34:30Z,62,26
2025-03-27T07:16:30Z,75,95
2025-03-28T06:02:30Z,70,72
2025-03-29T08:45:30Z,68,40
2025-03-30T09:03:30Z,66,94
2025-03-31T07:08:30Z,55,64
2025-04-01T05:56:30Z,64,85
2025-04-03T07:02:30Z,74,95
2025-04-04T05:46:00Z,68,41
2025-04-05T08:31:30Z,78,97
2025-04-06T09:11:30Z,67,54
2025-04-07T07:09:00Z,66,25
2025-04-08T06:10:00Z,58,71
2025-04-10T07:17:30Z,78,53
2025-04-11T06:57:30Z,60,60
2025-04-12T07:43:30Z,49,72
2025-04-13T10:23:00Z,74,49
2025-04-14T11:36:00Z,83,97
2025-04-15T11:16:30Z,82,91
2025-04-16T10:14:00Z,73,76
2025-04-19T11:01:30Z,75,129
2025-04-20T09:28:30Z,74,72
2025-04-21T07:21:30Z,57,50
2025-04-22T05:46:30Z,60,36
2025-04-23T05:50:30Z,65,46
2025-04-24T07:32:00Z,74,50
2025-04-25T06:05:30Z,62,72
2025-04-26T09:38:30Z,70,85
2025-04-28T07:11:30Z,63,45
2025-04-29T08:09:30Z,67,60
2025-04-30T06:24:30Z,51,41
2025-05-01T08:47:00Z,70,83
2025-05-02T05:51:30Z,67,70
2025-05-04T11:30:30Z,78,65
2025-05-05T06:49:00Z,68,61
