timestamp,overall_score,deep_sleep_in_minutes
2025-03-14T08:28:30Z,63,72
2025-03-15T21:17:30Z,63,50
2025-03-16T08:46:30Z,65,41
2025-03-17T05:58:30Z,62,20
2025-03-18T10:09:30Z,77,81
2025-03-20T04:44:30Z,64,50
2025-03-21T08:23:00Z,83,104
2025-03-22T08:05:30Z,70,80
2025-03-23T06:56:00Z,70,89
2025-03-24T06:13:30Z,68,73
2025-03-25T04:01:30Z,64,42
2025-03-26T06:27:00Z,66,91
2025-03-27T04:08:00Z,68,48
2025-03-28T06:22:00Z,80,93
2025-03-29T08:44:00Z,77,88
2025-03-30T07:28:30Z,73,102
2025-03-31T07:21:30Z,70,82
2025-04-02T09:16:30Z,78,78
2025-04-05T08:35:30Z,87,141
2025-04-06T07:35:00Z,73,92
2025-04-07T06:09:30Z,72,98
2025-04-08T04:13:00Z,68,51
2025-04-09T10:52:30Z,87,168
2025-04-11T09:10:30Z,89,142
2025-04-15T05:40:00Z,69,61
2025-04-16T06:31:30Z,80,89
2025-04-17T04:48:00Z,64,44
2025-04-18T08:17:00Z,76,131
2025-04-19T08:43:00Z,75,76
2025-04-21T04:01:30Z,63,53
2025-04-22T05:06:00Z,59,63
2025-04-23T08:23:30Z,82,110
2025-04-25T05:36:00Z,53,66
2025-04-26T05:24:30Z,67,81
2025-04-27T07:42:00Z,78,68
2025-04-28T05:24:00Z,72,66
2025-04-29T09:27:30Z,87,106
2025-04-30T05:53:30Z,65,51
2025-05-06T05:19:00Z,60,46
2025-05-07T09:25:30Z,82,73
2025-05-08T04:31:00Z,61,53
2025-05-09T09:07:00Z,82,95
2025-05-16T06:04:30Z,76,76
2025-05-16T23:50:30Z,62,60
2025-05-19T06:46:30Z,74,61
2025-05-22T04:14:00Z,70,38
2025-05-23T08:37:30Z,85,121
2025-05-24T07:05:00Z,63,72
2025-05-25T05:27:30Z,70,80
2025-05-26T06:12:30Z,75,62
2025-05-27T07:00:30Z,67,57
2025-05-28T07:57:00Z,84,100
2025-05-29T06:58:30Z,75,91
2025-05-30T06:47:30Z,77,80
2025-05-31T06:21:30Z,75,104
2025-06-01T07:04:30Z,78,106
2025-06-02T07:16:00Z,72,87
2025-06-03T11:02:30Z,75,74
2025-06-04T06:58:30Z,68,79
2025-06-05T07:14:30Z,73,82
2025-06-07T04:59:30Z,73,48
2025-06-10T09:37:30Z,86,163
2025-06-11T08:42:30Z,80,61
2025-06-12T09:20:30Z,80,66
2025-06-13T09:08:00Z,86,124
2025-06-15T09:01:30Z,89,130
2025-06-17T08:51:30Z,78,81
2025-06-18T10:37:00Z,89,98
2025-06-19T06:06:30Z,66,50
2025-06-20T05:35:00Z,71,73
2025-06-21T05:45:30Z,74,97
2025-06-22T11:40:30Z,88,148
2025-06-23T10:11:00Z,82,88
2025-06-25T09:55:30Z,88,163
2025-06-27T08:31:00Z,83,112
