DATE,UPDATED_AT,STRESS_SCORE,CALCULATION_FAILED
2025-03-14T00:00:00,2025-03-14T14:42:53.437,0,true
2025-03-15T00:00:00,2025-03-16T03:18:58.605,79,false
2025-03-16T00:00:00,2025-03-16T15:17:42.528,73,false
2025-03-17T00:00:00,2025-03-17T16:34:46.617,0,true
2025-03-18T00:00:00,2025-03-18T16:41:32.516,76,false
2025-03-20T00:00:00,2025-03-20T11:26:14.641,81,false
2025-03-21T00:00:00,2025-03-21T14:35:43.25,84,false
2025-03-22T00:00:00,2025-03-22T14:40:42.981,77,false
2025-03-23T00:00:00,2025-03-23T13:16:34.561,83,false
2025-03-24T00:00:00,2025-03-24T12:31:18.278,72,false
2025-03-25T00:00:00,2025-03-25T10:15:09.087,80,false
2025-03-26T00:00:00,2025-03-26T13:04:05.253,76,false
2025-03-27T00:00:00,2025-03-27T10:32:56.467,76,false
2025-03-28T00:00:00,2025-03-28T12:38:42.791,82,false
2025-03-29T00:00:00,2025-03-29T15:03:34.76,79,false
2025-03-30T00:00:00,2025-03-30T14:16:20.11,85,false
2025-03-31T00:00:00,2025-03-31T13:39:11.031,80,false
2025-04-01T00:00:00,2025-04-01T10:47:05.795,85,false
2025-04-02T00:00:00,2025-04-02T15:49:20.139,77,false
2025-04-03T00:00:00,2025-04-03T14:58:10.71,73,false
2025-04-04T00:00:00,2025-04-04T07:38:31.816,73,false
2025-04-05T00:00:00,2025-04-05T15:14:21.306,78,false
2025-04-06T00:00:00,2025-04-06T13:59:28.078,79,false
2025-04-07T00:00:00,2025-04-08T00:50:11.842,78,false
2025-04-08T00:00:00,2025-04-08T10:37:47.563,78,false
2025-04-09T00:00:00,2025-04-09T22:21:44.351,78,false
2025-04-11T00:00:00,2025-04-12T00:47:10.26,82,false
2025-04-15T00:00:00,2025-04-15T12:21:57.864,80,false
2025-04-16T00:00:00,2025-04-16T12:44:53.674,76,false
2025-04-17T00:00:00,2025-04-17T11:12:17.976,73,false
2025-04-18T00:00:00,2025-04-18T14:37:17.891,75,false
2025-04-19T00:00:00,2025-04-19T15:21:36.532,83,false
2025-04-21T00:00:00,2025-04-21T10:14:26.721,75,false
2025-04-22T00:00:00,2025-04-22T11:19:08.822,66,false
2025-04-23T00:00:00,2025-04-23T19:54:19.722,73,false
2025-04-24T00:00:00,2025-04-24T10:31:41.742,64,false
2025-04-25T00:00:00,2025-04-25T12:01:52.929,73,false
2025-04-26T00:00:00,2025-04-26T12:07:40.157,77,false
2025-04-27T00:00:00,2025-04-27T14:03:54.702,85,false
2025-04-28T00:00:00,2025-04-28T11:39:33.519,86,false
2025-04-29T00:00:00,2025-04-29T15:49:39.432,80,false
2025-04-30T00:00:00,2025-04-30T12:11:04.002,77,false
2025-05-06T00:00:00,2025-05-06T11:31:29.888,0,true
2025-05-07T00:00:00,2025-05-07T16:08:25.279,69,false
2025-05-08T00:00:00,2025-05-08T10:44:20.496,67,false
2025-05-09T00:00:00,2025-05-09T15:19:42.254,75,false
2025-05-16T00:00:00,2025-05-17T06:14:14.716,73,false
2025-05-18T00:00:00,2025-05-18T12:34:32.17,0,true
2025-05-19T00:00:00,2025-05-19T13:10:21.401,72,false
2025-05-22T00:00:00,2025-05-22T10:38:59.177,78,false
2025-05-29T00:00:00,2025-05-29T13:20:30.448,86,false
2025-05-30T00:00:00,2025-05-30T13:11:55.323,85,false
2025-05-31T00:00:00,2025-05-31T12:36:09.42,78,false
2025-06-01T00:00:00,2025-06-01T13:26:07.409,77,false
2025-06-02T00:00:00,2025-06-02T13:37:09.789,76,false
2025-06-03T00:00:00,2025-06-03T17:20:46.459,76,false
2025-06-04T00:00:00,2025-06-04T13:19:19.016,83,false
2025-06-05T00:00:00,2025-06-05T13:33:04.672,79,false
2025-06-07T00:00:00,2025-06-07T11:18:34.721,0,true
2025-06-10T00:00:00,2025-06-10T16:00:54.858,74,false
2025-06-12T00:00:00,2025-06-12T18:06:18.066,83,false
2025-06-11T00:00:00,2025-06-12T18:06:18.375,83,false
2025-06-13T00:00:00,2025-06-13T15:27:56.73,80,false
2025-06-15T00:00:00,2025-06-15T15:23:46.725,78,false
2025-06-16T00:00:00,2025-06-17T04:19:27.262,0,true
2025-06-17T00:00:00,2025-06-17T15:15:57.51,71,false
2025-06-18T00:00:00,2025-06-18T16:54:41.214,70,false
2025-06-19T00:00:00,2025-06-19T12:27:48.21,76,false
2025-06-20T00:00:00,2025-06-20T11:58:31.88,73,false
2025-06-21T00:00:00,2025-06-21T12:05:41.536,80,false
2025-06-22T00:00:00,2025-06-22T17:53:52.134,81,false
2025-06-23T00:00:00,2025-06-23T16:23:49.811,75,false
2025-06-25T00:00:00,2025-06-25T16:36:34.427,76,false
2025-06-27T00:00:00,2025-06-27T14:44:36.447,70,false
