timestamp,overall_score,deep_sleep_in_minutes
2025-04-08T04:30:30Z,58,34
2025-04-09T07:13:30Z,73,53
2025-04-10T08:19:30Z,72,49
2025-04-11T08:52:00Z,83,83
2025-04-12T09:47:30Z,86,108
2025-04-13T09:25:30Z,81,89
2025-04-14T06:00:30Z,61,54
2025-04-15T08:04:30Z,80,97
2025-04-16T07:13:30Z,70,81
2025-04-17T09:55:30Z,84,78
2025-04-18T09:19:30Z,73,67
2025-04-19T09:32:30Z,75,61
2025-04-20T09:59:30Z,87,86
2025-04-21T09:07:30Z,74,50
2025-04-22T10:07:30Z,84,83
2025-04-23T09:25:30Z,81,67
2025-04-24T09:36:30Z,81,81
2025-04-25T07:56:30Z,67,31
2025-04-26T08:02:30Z,78,92
2025-04-27T07:08:30Z,68,49
2025-04-28T06:59:30Z,74,63
2025-04-29T07:59:30Z,67,50
2025-04-30T06:18:00Z,77,57
2025-05-01T08:12:30Z,79,84
2025-05-02T06:45:00Z,69,55
2025-05-03T08:02:00Z,70,84
2025-05-04T07:59:00Z,73,51
2025-05-05T08:49:00Z,73,78
2025-05-06T09:29:00Z,82,75
2025-05-07T08:55:30Z,71,77
2025-05-08T07:48:30Z,72,46
2025-05-09T09:31:00Z,79,51
2025-05-10T08:00:30Z,78,59
2025-05-11T10:39:30Z,90,82
2025-05-12T05:28:30Z,66,50
2025-05-13T07:09:30Z,77,95
2025-05-14T07:14:00Z,73,42
2025-05-15T09:23:00Z,80,69
2025-05-16T09:09:00Z,78,82
2025-05-17T10:37:00Z,72,67
2025-05-18T08:07:00Z,75,80
2025-05-19T08:26:30Z,73,60
2025-05-20T09:38:00Z,86,105
2025-05-21T09:18:00Z,80,91
2025-05-22T11:34:00Z,84,136
2025-05-23T09:55:30Z,86,85
2025-05-24T10:28:30Z,84,73
2025-05-25T10:08:30Z,77,80
2025-05-26T05:28:30Z,74,68
2025-05-27T09:37:30Z,75,85
2025-05-28T08:31:00Z,77,62
2025-05-29T07:56:00Z,73,42
2025-05-30T09:14:30Z,78,71
2025-05-31T10:44:00Z,89,113
2025-05-31T22:05:30Z,55,34
2025-06-01T09:17:30Z,87,76
2025-06-02T10:41:30Z,84,79
2025-06-03T04:42:30Z,70,68
2025-06-04T09:56:30Z,82,73
2025-06-05T12:24:30Z,87,135
2025-06-06T10:50:30Z,86,104
2025-06-07T09:49:00Z,83,84
2025-06-08T11:10:00Z,84,127
2025-06-09T05:49:30Z,62,65
2025-06-10T11:02:30Z,87,49
2025-06-11T07:18:30Z,66,35
2025-06-12T10:19:30Z,86,76
2025-06-12T20:33:00Z,62,30
2025-06-13T10:20:30Z,83,80
2025-06-14T10:12:30Z,79,76
2025-06-15T10:37:00Z,83,71
2025-06-16T06:14:00Z,67,66
2025-06-17T13:00:00Z,77,116
2025-06-18T07:04:00Z,77,53
2025-06-19T08:47:30Z,83,106
2025-06-20T10:22:00Z,89,106
2025-06-21T11:15:30Z,79,64
2025-06-22T12:20:30Z,87,107
