DATE,UPDATED_AT,STRESS_SCORE,CALCULATION_FAILED
2025-02-21T00:00:00,2025-02-21T11:30:26.308,0,true
2025-02-22T00:00:00,2025-02-22T14:10:44.894,85,false
2025-02-23T00:00:00,2025-02-23T10:34:50.831,86,false
2025-02-24T00:00:00,2025-02-24T11:26:08.972,69,false
2025-02-25T00:00:00,2025-02-25T13:47:02.308,81,false
2025-02-26T00:00:00,2025-02-26T11:32:47.979,80,false
2025-03-07T00:00:00,2025-03-07T16:41:15.136,76,false
2025-03-05T00:00:00,2025-03-07T16:41:15.146,85,false
2025-03-06T00:00:00,2025-03-07T16:41:15.335,84,false
2025-03-10T00:00:00,2025-03-12T13:05:41.909,76,false
2025-03-12T00:00:00,2025-03-12T13:05:42.541,87,false
2025-03-09T00:00:00,2025-03-12T13:05:42.614,0,true
2025-03-13T00:00:00,2025-03-13T11:33:51.147,85,false
2025-03-14T00:00:00,2025-03-15T18:50:45.077,0,true
2025-03-15T00:00:00,2025-03-15T18:50:45.227,0,true
2025-03-27T00:00:00,2025-03-27T11:29:15.453,80,false
2025-03-28T00:00:00,2025-03-29T00:49:09.83,71,false
2025-03-29T00:00:00,2025-03-29T15:18:04.128,79,false
2025-03-30T00:00:00,2025-03-30T13:07:05.785,85,false
2025-03-31T00:00:00,2025-03-31T11:31:04.679,79,false
2025-04-01T00:00:00,2025-04-01T11:28:20.079,72,false
2025-04-02T00:00:00,2025-04-02T11:39:55.702,80,false
2025-04-03T00:00:00,2025-04-03T11:35:05.132,73,false
2025-04-04T00:00:00,2025-04-04T13:00:22.659,70,false
2025-04-06T00:00:00,2025-04-06T14:32:28.74,72,false
2025-04-29T00:00:00,2025-04-30T18:22:13.387,75,false
2025-04-24T00:00:00,2025-04-30T18:22:13.751,0,true
2025-04-28T00:00:00,2025-04-30T18:22:13.894,74,false
2025-04-27T00:00:00,2025-04-30T18:22:14.344,0,true
2025-04-26T00:00:00,2025-04-30T18:22:15.6,0,true
2025-04-25T00:00:00,2025-04-30T18:22:15.787,0,true
2025-04-30T00:00:00,2025-05-01T01:49:04.828,71,false
2025-05-01T00:00:00,2025-05-01T13:02:00.076,80,false
2025-05-02T00:00:00,2025-05-02T17:58:15.638,81,false
2025-05-03T00:00:00,2025-05-03T14:05:53.476,72,false
2025-05-05T00:00:00,2025-05-07T18:03:14.257,0,true
2025-05-06T00:00:00,2025-05-07T18:03:15.037,73,false
2025-05-07T00:00:00,2025-05-07T18:03:18.367,68,false
2025-05-08T00:00:00,2025-05-08T13:47:47.306,84,false
2025-05-09T00:00:00,2025-05-09T17:42:16.716,70,false
2025-05-10T00:00:00,2025-05-10T14:49:03.841,71,false
2025-05-12T00:00:00,2025-05-12T11:29:49.484,0,true
2025-05-13T00:00:00,2025-05-13T11:33:30.647,71,false
2025-06-07T00:00:00,2025-06-08T14:06:49.365,71,false
2025-06-06T00:00:00,2025-06-08T14:06:49.404,71,false
2025-06-02T00:00:00,2025-06-08T14:06:49.995,0,true
2025-06-04T00:00:00,2025-06-08T14:06:50.715,0,true
2025-06-05T00:00:00,2025-06-08T14:06:51.047,80,false
2025-06-03T00:00:00,2025-06-08T14:06:51.563,0,true
