timestamp,rmssd,coverage,low_frequency,high_frequency
2025-02-21T00:00:00,30.685,0.942,230.853,334.228
2025-02-21T00:05:00,25.51,0.99,68.956,253.285
2025-02-21T00:10:00,25.337,1.004,98.546,265.808
2025-02-21T00:15:00,26.523,1.003,91.541,277.926
2025-02-21T00:20:00,25.11,1,115.091,282.024
2025-02-21T00:25:00,25.589,1.003,675.795,239.897
2025-02-21T00:30:00,26.096,0.943,756.906,237.534
2025-02-21T00:35:00,26.593,1.002,754.083,235.333
2025-02-21T00:40:00,23.008,1.001,451.632,149.358
2025-02-21T00:45:00,20.965,1,359.238,133.868
2025-02-21T00:50:00,19.585,0.991,466.834,101.69
2025-02-21T00:55:00,23.23,1.002,1879.136,234.373
2025-02-21T01:00:00,20.074,1.001,1993.571,321.756
2025-02-21T01:05:00,26.125,0.986,3087.576,238.607
2025-02-21T01:10:00,17.48,1,543.657,75.535
2025-02-21T01:15:00,21.055,1.001,756.707,143.296
2025-02-21T01:20:00,20.621,1.003,2008.793,214.699
2025-02-21T01:25:00,20.759,1.004,517.203,121.361
2025-02-21T01:30:00,19.639,0.998,89.804,119.83
2025-02-21T01:35:00,18.541,1.003,143.264,105.764
2025-02-21T01:40:00,20.052,1.002,225.612,140.214
2025-02-21T01:45:00,20.222,1.001,84.138,138.689
2025-02-21T01:50:00,20.056,1.005,136.862,125.044
2025-02-21T01:55:00,19.962,1.001,116.196,165.183
2025-02-21T02:00:00,20.648,1.003,340.136,150.627
2025-02-21T02:05:00,23.291,1.001,200.65,200.815
2025-02-21T02:10:00,21.226,0.964,2616.634,159.737
2025-02-21T02:15:00,23.658,0.998,334.588,120.161
2025-02-21T02:20:00,19.72,1.002,734.136,180.904
2025-02-21T02:25:00,19.466,0.956,233.828,115.526
2025-02-21T02:30:00,25.345,1,359.732,213.383
2025-02-21T02:35:00,26.224,1.003,615.163,244.272
2025-02-21T02:40:00,24.159,1.002,196.632,182.682
2025-02-21T02:45:00,27.312,0.954,499.603,167.927
2025-02-21T02:50:00,24.187,1.003,67.798,179.014
2025-02-21T02:55:00,24.22,1.002,116.991,206.221
2025-02-21T03:00:00,22.931,1.002,523.517,141.087
2025-02-21T03:05:00,35.482,0.948,3844.906,418.962
2025-02-21T03:10:00,38.172,1.004,799.322,473.807
2025-02-21T03:15:00,35.554,0.998,1119.763,364.275
2025-02-21T03:20:00,37.355,1.004,2823.953,406.543
2025-02-21T03:25:00,38.475,0.961,2505.218,449.83
2025-02-21T03:30:00,34.575,1.001,665.727,342.821
2025-02-21T03:35:00,40.479,0.945,2916.131,651.058
2025-02-21T03:40:00,36.148,0.968,3516.828,391.142
2025-02-21T03:45:00,43.969,0.965,2395.498,386.651
2025-02-21T03:50:00,36.646,0.982,3037.445,437.297
2025-02-21T03:55:00,45.572,0.881,3511.434,611.927
2025-02-21T04:00:00,37.345,1.004,4859.087,889.231
2025-02-21T04:05:00,37.287,0.988,1570.994,580.806
2025-02-21T04:10:00,31.908,0.988,358.67,312.585
2025-02-21T04:15:00,35.193,1.005,424.253,364.227
2025-02-21T04:20:00,31.893,0.996,171.071,296.611
2025-02-21T04:25:00,33.994,1.004,494.905,347.053
2025-02-21T04:30:00,36.805,1,405.365,456.191
2025-02-21T04:35:00,36.351,1.002,231.531,410.7
2025-02-21T04:45:00,35.39,0.996,908.092,335.122
2025-02-21T04:50:00,33.601,0.989,2144.963,387.333
2025-02-21T04:55:00,38.449,1.003,2710.04,787.077
2025-02-21T23:55:00,20.943,0.949,525.744,77.703
2025-02-22T00:00:00,19.868,0.984,542.047,85.956
2025-02-22T00:05:00,27.305,1.005,133.431,307.287
2025-02-22T00:10:00,23.584,1.003,97.625,188.775
2025-02-22T00:15:00,24.598,1.001,107.369,250.541
2025-02-22T00:20:00,22.279,1.004,57.113,191.996
2025-02-22T00:25:00,23.006,1.004,111.138,204.109
2025-02-22T00:30:00,23.582,1.001,266.787,188.171
2025-02-22T00:35:00,26.039,1.005,153.01,234.195
2025-02-22T00:40:00,17.775,1.002,290.943,49.256
2025-02-22T00:45:00,22.342,0.996,1681.711,156.998
2025-02-22T00:50:00,21.906,1.002,643.154,146.46
2025-02-22T00:55:00,23.833,1.003,635.765,194.708
2025-02-22T01:00:00,23.959,1.004,277.781,205.078
2025-02-22T01:05:00,24.141,1.002,122.355,229.593
2025-02-22T01:10:00,25.687,1.002,215.835,249.424
2025-02-22T01:15:00,26.766,1.002,254.244,266.498
2025-02-22T01:20:00,28.579,0.923,351.437,245.96
2025-02-22T01:25:00,26.056,0.971,295.371,215.98
2025-02-22T01:30:00,25.651,1.004,1464.708,268.435
2025-02-22T01:35:00,20.788,1.004,466.703,129.454
2025-02-22T02:20:00,29.463,0.853,1213.049,313.762
2025-02-22T02:25:00,29.219,1.004,713.509,296.707
2025-02-22T02:30:00,29.348,1.003,272.317,218.652
2025-02-22T02:35:00,31.278,0.932,2437.026,297.279
2025-02-22T02:40:00,30.459,1.003,670.922,297.261
2025-02-22T02:45:00,28.696,1.003,230.252,282.075
2025-02-22T02:50:00,28.651,1.001,933.848,232.295
2025-02-22T02:55:00,20.558,1.002,586.3,141.684
2025-02-22T03:00:00,17.343,1.003,1119.748,146.116
2025-02-22T03:05:00,15.707,1.004,238.889,63.664
2025-02-22T03:10:00,19.556,0.996,1047.613,118.86
2025-02-22T03:15:00,25.26,0.992,1539.929,225.554
2025-02-22T03:20:00,26.574,0.984,1870.693,205.547
2025-02-22T03:25:00,34.028,1.003,1067.498,286.633
2025-02-22T03:30:00,29.775,1.004,428.229,210.201
2025-02-22T03:35:00,37.44,1.001,1682.318,338.371
2025-02-22T03:40:00,34.759,0.996,1869.857,291.322
2025-02-22T03:45:00,33.476,0.981,5191.324,296.998
2025-02-22T03:50:00,31.697,1.004,1494.489,287.721
2025-02-22T03:55:00,29.301,1.002,454.028,256.427
2025-02-22T04:00:00,34.535,1.002,509.267,342.106
2025-02-22T04:05:00,35.853,1.002,958.259,288.653
2025-02-22T04:10:00,31.295,0.989,945.273,293.81
2025-02-22T04:15:00,43.077,0.957,2495.333,586.058
2025-02-22T04:20:00,32.271,1.003,969.431,285.973
2025-02-22T04:25:00,37.207,1.004,1655.63,363.6
2025-02-22T04:30:00,36.126,1.002,2058.542,398.001
2025-02-22T04:35:00,37.967,0.932,1707.765,299.46
2025-02-22T04:40:00,50.142,0.941,2260.876,576.067
2025-02-22T04:45:00,35.663,0.995,2885.115,281.131
2025-02-22T04:50:00,39.228,0.996,3783.264,493.226
2025-02-22T04:55:00,45.604,0.997,3501.828,638.25
2025-02-22T05:00:00,43.096,0.997,4375.947,516.583
2025-02-22T05:05:00,39.537,0.996,3324.345,640.411
