timestamp,overall_score,deep_sleep_in_minutes
2025-02-21T05:07:00Z,69,63
2025-02-22T06:33:30Z,77,62
2025-02-23T07:18:00Z,77,105
2025-02-24T05:11:30Z,75,69
2025-02-25T05:12:00Z,74,76
2025-02-26T05:13:00Z,75,69
2025-02-27T05:28:00Z,76,116
2025-02-28T05:14:00Z,74,91
2025-03-01T07:28:00Z,88,68
2025-03-02T07:12:00Z,80,84
2025-03-03T05:14:30Z,77,76
2025-03-04T05:12:30Z,72,66
2025-03-05T05:15:30Z,75,73
2025-03-06T05:32:30Z,76,53
2025-03-07T05:16:00Z,74,79
2025-03-08T07:14:00Z,82,98
2025-03-09T07:11:00Z,81,86
2025-03-10T05:08:00Z,75,59
2025-03-11T05:17:30Z,72,67
2025-03-12T05:05:00Z,72,65
2025-03-13T05:13:30Z,80,56
2025-03-14T05:30:00Z,74,73
2025-03-15T07:55:00Z,82,99
2025-03-16T07:30:00Z,82,89
2025-03-17T08:12:30Z,78,69
2025-03-18T05:45:00Z,74,83
2025-03-19T06:00:30Z,74,18
2025-03-20T06:04:30Z,77,75
2025-03-21T05:59:00Z,79,73
2025-03-22T07:13:30Z,79,105
2025-03-24T05:15:00Z,67,83
2025-03-25T05:18:30Z,75,89
2025-03-26T05:18:30Z,71,51
2025-03-27T05:18:30Z,66,78
2025-03-28T05:39:30Z,80,77
2025-03-29T07:08:00Z,83,105
2025-03-30T07:04:00Z,79,71
2025-03-31T05:16:00Z,78,50
2025-04-01T05:28:30Z,80,54
2025-04-02T05:16:00Z,78,74
2025-04-03T05:18:00Z,68,40
2025-04-04T05:06:30Z,70,40
2025-04-05T06:43:00Z,76,72
2025-04-06T07:03:30Z,77,65
2025-04-07T05:21:00Z,74,70
2025-04-08T05:13:30Z,69,78
2025-04-09T05:14:00Z,80,83
2025-04-10T05:25:30Z,71,56
2025-04-11T05:20:00Z,62,58
2025-04-12T06:32:30Z,76,53
2025-04-13T07:29:00Z,79,89
2025-04-14T07:49:30Z,83,89
2025-04-15T08:09:00Z,85,97
2025-04-21T05:16:00Z,72,82
2025-04-22T05:23:00Z,73,71
2025-04-23T05:27:00Z,80,82
2025-04-24T05:15:00Z,69,53
2025-04-25T05:39:00Z,76,62
2025-04-26T07:12:30Z,80,75
2025-04-27T07:19:30Z,76,69
2025-04-28T05:29:00Z,74,61
2025-04-29T05:44:30Z,70,59
2025-04-30T05:43:30Z,72,39
2025-05-02T05:31:00Z,74,46
2025-05-03T07:48:30Z,74,67
2025-05-04T07:28:30Z,80,101
2025-05-05T07:01:30Z,80,96
2025-05-06T06:59:30Z,79,42
2025-05-07T07:21:30Z,84,99
2025-05-08T06:44:00Z,77,90
2025-05-09T07:55:30Z,82,115
2025-05-10T08:04:00Z,82,69
2025-05-11T06:59:30Z,79,87
2025-05-12T05:23:00Z,76,55
2025-05-13T05:20:30Z,66,52
2025-05-14T05:14:00Z,72,54
2025-05-15T05:24:30Z,74,60
2025-05-16T05:22:00Z,76,82
2025-05-17T05:38:30Z,64,64
2025-05-19T05:39:00Z,70,74
2025-05-20T05:03:00Z,77,42
2025-05-21T05:33:30Z,76,86
2025-05-22T05:24:00Z,70,60
2025-05-23T05:16:00Z,75,78
2025-05-24T06:55:00Z,84,75
2025-05-25T07:35:30Z,81,72
2025-05-26T05:41:30Z,75,62
2025-05-27T05:21:00Z,77,64
2025-05-28T05:17:30Z,68,53
2025-05-29T05:33:00Z,71,58
2025-05-30T05:02:30Z,74,80
2025-05-31T06:59:30Z,82,81
2025-06-01T07:08:30Z,76,70
2025-06-02T05:24:00Z,71,85
2025-06-04T05:26:00Z,68,28
2025-06-05T05:44:00Z,69,65
2025-06-06T05:08:00Z,78,54
2025-06-07T07:59:30Z,83,97
2025-06-08T07:12:00Z,79,57
2025-06-09T05:33:00Z,71,44
