timestamp,overall_score,deep_sleep_in_minutes
2025-03-14T08:28:30Z,65,52
2025-03-15T07:13:30Z,73,97
2025-03-16T06:39:30Z,72,67
2025-03-27T06:48:30Z,58,46
2025-03-28T07:54:00Z,70,100
2025-03-29T09:36:00Z,63,36
2025-03-30T07:16:00Z,75,26
2025-03-31T11:08:30Z,83,93
2025-04-01T09:39:00Z,82,52
2025-04-04T07:54:00Z,67,67
2025-04-06T07:12:00Z,69,58
2025-04-07T20:02:30Z,62,39
2025-04-11T08:21:00Z,73,93
2025-04-12T07:40:00Z,62,39
2025-05-01T12:21:30Z,80,95
2025-05-02T10:48:30Z,80,108
2025-05-03T07:14:00Z,64,76
2025-05-04T07:08:30Z,64,50
2025-05-06T05:55:00Z,69,52
2025-05-12T20:29:00Z,85,112
2025-05-13T10:09:00Z,77,70
2025-05-15T10:50:00Z,85,110
2025-05-23T11:32:00Z,87,138
2025-05-25T07:04:30Z,59,39
2025-05-26T21:29:00Z,76,13
2025-05-31T19:16:30Z,64,43
2025-06-01T21:43:00Z,60,37
2025-06-04T21:21:30Z,65,30
2025-06-05T07:12:30Z,68,54
2025-06-06T10:40:30Z,86,100
2025-06-27T09:02:30Z,57,79
2025-06-28T06:48:00Z,79,139
