DATE,UPDATED_AT,STRESS_SCORE,CALCULATION_FAILED
2025-03-14T00:00:00,2025-03-14T15:23:36.832,0,true
2025-03-15T00:00:00,2025-03-16T01:34:24.118,72,false
2025-03-16T00:00:00,2025-03-16T12:54:05.092,69,false
2025-03-27T00:00:00,2025-03-27T13:01:03.658,0,true
2025-03-28T00:00:00,2025-03-28T14:25:18.443,72,false
2025-03-29T00:00:00,2025-03-30T07:14:12.248,75,false
2025-03-30T00:00:00,2025-03-31T01:53:27.452,79,false
2025-03-31T00:00:00,2025-03-31T20:36:21.967,87,false
2025-04-01T00:00:00,2025-04-01T15:59:31.904,86,false
2025-04-04T00:00:00,2025-04-04T14:12:47.855,0,true
2025-04-06T00:00:00,2025-04-06T13:25:26.473,0,true
2025-04-07T00:00:00,2025-04-08T17:44:36.956,0,true
2025-04-11T00:00:00,2025-04-11T15:35:41.924,0,true
2025-04-12T00:00:00,2025-04-13T00:18:51.833,76,false
2025-04-13T00:00:00,2025-04-13T13:45:46.885,83,false
2025-05-01T00:00:00,2025-05-01T19:00:38.381,59,false
2025-05-02T00:00:00,2025-05-02T17:07:04.798,63,false
2025-05-03T00:00:00,2025-05-03T13:36:47.838,70,false
2025-05-04T00:00:00,2025-05-04T13:22:47.694,67,false
2025-05-06T00:00:00,2025-05-06T12:15:15.288,0,true
2025-05-07T00:00:00,2025-05-08T03:54:19.801,0,true
2025-05-12T00:00:00,2025-05-13T03:18:44.493,0,true
2025-05-13T00:00:00,2025-05-13T16:24:31.635,62,false
2025-05-15T00:00:00,2025-05-15T17:24:24.379,69,false
2025-05-21T00:00:00,2025-05-22T03:17:28.245,0,true
2025-05-31T00:00:00,2025-06-01T02:07:41.475,0,true
2025-06-01T00:00:00,2025-06-02T04:52:08.57,0,true
2025-06-04T00:00:00,2025-06-05T19:10:44.911,0,true
2025-06-05T00:00:00,2025-06-05T19:10:45.756,70,false
2025-06-06T00:00:00,2025-06-06T17:06:42.979,73,false
2025-06-27T00:00:00,2025-06-27T15:53:53.576,0,true
2025-06-28T00:00:00,2025-06-30T15:43:31.985,64,false
