DATE,UPDATED_AT,STRESS_SCORE,CALCULATION_FAILED
2025-03-15T00:00:00,2025-03-17T22:19:47.666,76,false
2025-03-14T00:00:00,2025-03-17T22:19:47.885,0,true
2025-03-16T00:00:00,2025-03-17T22:19:48.073,74,false
2025-03-17T00:00:00,2025-03-17T22:19:48.504,80,false
2025-03-18T00:00:00,2025-03-18T12:47:05.977,81,false
2025-03-19T00:00:00,2025-03-19T12:34:34.251,81,false
2025-03-20T00:00:00,2025-03-21T03:17:08.276,71,false
2025-03-21T00:00:00,2025-03-21T13:36:18.468,64,false
2025-03-22T00:00:00,2025-03-22T12:55:14.408,71,false
2025-03-23T00:00:00,2025-03-23T15:44:54.099,75,false
2025-03-24T00:00:00,2025-03-25T02:14:41.242,72,false
2025-03-25T00:00:00,2025-03-25T12:49:14.655,0,false
2025-03-26T00:00:00,2025-03-26T13:05:57.015,67,false
2025-03-27T00:00:00,2025-03-27T12:40:29.805,79,false
2025-03-28T00:00:00,2025-03-29T02:31:48.41,73,false
2025-03-29T00:00:00,2025-03-29T19:47:05.353,76,false
2025-03-30T00:00:00,2025-03-30T15:25:30.657,83,false
2025-03-31T00:00:00,2025-03-31T12:35:41.511,79,false
2025-04-01T00:00:00,2025-04-01T12:42:45.922,83,false
2025-04-02T00:00:00,2025-04-02T23:47:56.882,73,false
2025-04-03T00:00:00,2025-04-03T12:08:17.276,73,false
2025-04-04T00:00:00,2025-04-04T13:48:22.145,66,false
2025-04-05T00:00:00,2025-04-05T21:09:31.907,74,false
2025-04-06T00:00:00,2025-04-06T14:43:05.219,76,false
2025-04-07T00:00:00,2025-04-07T12:37:06,72,false
2025-04-08T00:00:00,2025-04-09T00:12:59.005,75,false
2025-04-09T00:00:00,2025-04-09T12:15:18.759,78,false
2025-04-10T00:00:00,2025-04-10T12:40:49.543,83,false
2025-04-11T00:00:00,2025-04-12T02:41:24.063,74,false
2025-04-12T00:00:00,2025-04-12T12:30:43.137,70,false
2025-04-13T00:00:00,2025-04-13T15:29:38.063,81,false
2025-04-14T00:00:00,2025-04-14T12:17:14.617,77,false
2025-04-15T00:00:00,2025-04-15T23:52:21.082,77,false
2025-04-16T00:00:00,2025-04-16T12:40:25.439,79,false
2025-04-17T00:00:00,2025-04-17T14:40:41.41,75,false
2025-04-18T00:00:00,2025-04-18T14:48:23.809,73,false
2025-04-19T00:00:00,2025-04-20T04:16:28.899,71,false
2025-04-20T00:00:00,2025-04-20T14:38:55.467,82,false
2025-04-21T00:00:00,2025-04-21T13:53:59.458,76,false
2025-04-21T00:00:00,2025-04-22T02:09:28.967,72,false
2025-04-22T00:00:00,2025-04-22T14:50:00.391,79,false
2025-04-23T00:00:00,2025-04-23T14:18:48.156,82,false
2025-04-24T00:00:00,2025-04-24T17:45:52.149,77,false
2025-04-25T00:00:00,2025-04-25T11:46:35.247,73,false
2025-04-26T00:00:00,2025-04-26T20:52:18.67,73,false
2025-04-27T00:00:00,2025-04-27T23:05:14.65,65,false
2025-04-28T00:00:00,2025-04-28T23:51:49.867,58,false
2025-04-29T00:00:00,2025-04-30T00:25:17.975,69,false
2025-04-30T00:00:00,2025-04-30T13:18:58.551,70,false
2025-05-01T00:00:00,2025-05-02T02:03:00.592,72,false
2025-05-02T00:00:00,2025-05-02T13:36:57.087,70,false
2025-05-03T00:00:00,2025-05-03T23:41:55.853,73,false
2025-05-04T00:00:00,2025-05-05T01:12:42.955,67,false
2025-05-05T00:00:00,2025-05-05T23:53:42.684,66,false
2025-05-06T00:00:00,2025-05-06T11:46:37.774,61,false
2025-05-07T00:00:00,2025-05-07T11:55:36.518,66,false
2025-05-08T00:00:00,2025-05-08T12:29:14.803,67,false
2025-05-09T00:00:00,2025-05-10T03:54:26.183,67,false
2025-05-10T00:00:00,2025-05-10T14:15:08.039,70,false
2025-05-11T00:00:00,2025-05-11T15:58:52.147,72,false
2025-05-12T00:00:00,2025-05-12T12:32:17.308,76,false
2025-05-13T00:00:00,2025-05-14T00:07:56.06,70,false
2025-05-14T00:00:00,2025-05-14T12:11:03.927,78,false
2025-05-15T00:00:00,2025-05-16T02:10:12.266,68,false
2025-05-16T00:00:00,2025-05-17T06:12:54.415,70,false
2025-05-17T00:00:00,2025-05-18T01:01:33.083,68,false
2025-05-18T00:00:00,2025-05-18T11:23:11.167,74,false
2025-05-19T00:00:00,2025-05-20T06:11:53.269,71,false
2025-05-20T00:00:00,2025-05-20T12:44:48.889,71,false
2025-05-21T00:00:00,2025-05-21T11:43:04.11,76,false
2025-05-22T00:00:00,2025-05-22T12:13:38.292,76,false
2025-05-24T00:00:00,2025-05-24T13:59:47.154,74,false
