timestamp,overall_score,deep_sleep_in_minutes
2025-03-14T08:01:30Z,67,29
2025-03-15T06:13:00Z,70,73
2025-03-16T09:26:30Z,80,84
2025-03-17T08:34:00Z,73,59
2025-03-18T06:26:30Z,70,63
2025-03-19T06:09:00Z,73,88
2025-03-20T06:21:30Z,46,43
2025-03-21T07:10:00Z,60,46
2025-03-22T06:27:00Z,68,67
2025-03-23T09:25:00Z,79,115
2025-03-24T06:23:30Z,64,50
2025-03-25T06:26:00Z,64,90
2025-03-26T03:15:30Z,63,48
2025-03-27T06:20:00Z,71,65
2025-03-28T08:04:30Z,73,81
2025-03-29T06:25:00Z,74,49
2025-03-30T09:05:30Z,83,82
2025-03-31T06:22:00Z,71,63
2025-04-01T06:19:30Z,66,69
2025-04-02T05:47:00Z,68,48
2025-04-03T05:41:00Z,67,57
2025-04-04T07:32:30Z,69,83
2025-04-05T05:59:00Z,79,75
2025-04-06T08:21:30Z,77,89
2025-04-07T06:20:30Z,66,96
2025-04-08T06:13:30Z,75,69
2025-04-09T05:59:30Z,71,54
2025-04-10T06:06:00Z,77,47
2025-04-11T07:43:00Z,76,58
2025-04-12T05:58:30Z,60,37
2025-04-13T09:06:30Z,84,49
2025-04-14T05:59:30Z,70,44
2025-04-15T06:18:00Z,71,39
2025-04-16T06:19:00Z,75,42
2025-04-17T02:10:00Z,67,60
2025-04-17T08:16:00Z,59,32
2025-04-18T08:29:00Z,77,91
2025-04-19T06:36:30Z,62,73
2025-04-20T08:17:00Z,82,100
2025-04-21T07:18:30Z,72,51
2025-04-22T08:28:30Z,66,51
2025-04-23T08:00:00Z,80,67
2025-04-24T05:59:30Z,70,53
2025-04-25T05:01:30Z,62,53
2025-04-26T06:01:00Z,68,43
2025-04-28T07:33:30Z,48,73
2025-04-29T08:23:30Z,76,17
2025-04-30T06:18:00Z,58,39
2025-05-01T09:18:30Z,85,54
2025-05-02T07:00:00Z,68,58
2025-05-03T05:59:30Z,71,63
2025-05-04T09:05:00Z,70,55
2025-05-05T06:48:30Z,73,55
2025-05-06T05:15:30Z,61,54
2025-05-07T05:23:30Z,69,50
2025-05-08T06:00:30Z,64,46
2025-05-09T06:59:30Z,67,60
2025-05-10T07:28:00Z,71,40
2025-05-11T09:39:30Z,74,112
2025-05-12T06:16:30Z,72,26
2025-05-13T05:22:00Z,64,42
2025-05-14T05:51:00Z,71,53
2025-05-15T06:21:00Z,79,86
2025-05-16T04:59:30Z,68,31
2025-05-16T22:33:00Z,55,30
2025-05-17T06:25:30Z,59,26
2025-05-18T04:49:30Z,66,46
2025-05-19T05:05:00Z,72,42
2025-05-20T06:20:00Z,54,39
2025-05-21T05:22:30Z,61,45
2025-05-22T05:44:30Z,68,63
2025-05-23T08:05:30Z,75,57
2025-05-24T01:38:00Z,72,16
2025-05-24T07:37:00Z,53,53
2025-05-25T07:44:30Z,72,54
2025-05-26T06:10:00Z,65,70
2025-05-27T06:16:00Z,74,55
