timestamp,overall_score,deep_sleep_in_minutes
2025-02-21T05:32:30Z,64,42
2025-02-22T08:15:30Z,85,102
2025-02-24T05:34:00Z,77,101
2025-02-25T05:32:30Z,74,51
2025-02-27T05:33:30Z,70,23
2025-02-28T08:27:30Z,87,104
2025-03-01T09:23:30Z,85,109
2025-03-03T05:32:00Z,76,75
2025-03-04T05:37:30Z,77,37
2025-03-05T05:30:30Z,71,47
2025-03-07T05:31:30Z,83,82
2025-03-10T05:32:30Z,74,41
2025-03-11T05:38:30Z,80,102
2025-03-12T05:34:00Z,79,92
2025-03-13T05:39:00Z,84,60
2025-03-14T07:29:00Z,89,122
2025-03-27T05:34:00Z,84,111
2025-03-28T05:35:00Z,78,76
2025-03-31T05:33:30Z,66,19
2025-04-01T05:34:00Z,80,78
2025-04-04T05:33:30Z,78,77
2025-04-07T05:33:30Z,74,82
2025-04-09T05:33:30Z,76,62
2025-04-11T04:51:00Z,79,58
2025-04-28T05:33:00Z,68,80
2025-05-01T10:11:30Z,91,152
2025-05-02T05:33:30Z,79,67
2025-05-03T10:56:30Z,82,82
2025-05-05T07:33:30Z,82,104
2025-05-06T07:09:30Z,85,101
2025-05-10T10:14:30Z,90,131
2025-05-16T05:37:30Z,79,65
2025-05-20T05:36:00Z,72,29
2025-05-21T05:35:30Z,78,81
2025-05-22T05:34:00Z,79,76
2025-05-23T05:07:00Z,73,44
2025-05-25T08:56:00Z,80,79
2025-05-26T07:28:30Z,81,75
2025-05-27T05:32:00Z,81,65
2025-05-29T07:28:30Z,86,107
2025-06-01T09:22:30Z,84,138
2025-06-03T05:35:00Z,77,102
