DATE,UPDATED_AT,STRESS_SCORE,CALCULATION_FAILED
2025-02-26T00:00:00,2025-02-26T15:35:25.983,0,true
2025-03-05T00:00:00,2025-03-06T03:05:12.599,77,false
2025-03-06T00:00:00,2025-03-06T16:00:19.817,82,false
2025-03-07T00:00:00,2025-03-07T16:11:36.113,83,false
2025-03-08T00:00:00,2025-03-08T15:22:12.43,80,false
2025-03-09T00:00:00,2025-03-09T15:31:11.176,83,false
2025-03-10T00:00:00,2025-03-10T14:17:54.82,79,false
2025-03-11T00:00:00,2025-03-11T16:17:10.23,84,false
2025-03-12T00:00:00,2025-03-12T15:27:22.751,81,false
2025-03-13T00:00:00,2025-03-13T15:46:41.357,90,false
2025-03-14T00:00:00,2025-03-14T14:45:37.564,83,false
2025-03-15T00:00:00,2025-03-15T16:03:07.155,80,false
2025-03-16T00:00:00,2025-03-16T12:22:11.52,80,false
2025-03-18T00:00:00,2025-03-18T11:07:52.133,0,true
2025-03-19T00:00:00,2025-03-20T00:20:35.622,80,false
2025-03-20T00:00:00,2025-03-20T12:09:37.398,78,false
2025-03-21T00:00:00,2025-03-21T14:15:05.772,78,false
2025-03-22T00:00:00,2025-03-22T16:54:51.367,74,false
2025-03-23T00:00:00,2025-03-23T15:02:48.02,77,false
2025-03-24T00:00:00,2025-03-24T14:11:53.154,83,false
2025-03-25T00:00:00,2025-03-25T21:18:33.465,87,false
2025-03-26T00:00:00,2025-03-26T16:01:12.608,85,false
2025-03-27T00:00:00,2025-03-27T14:56:29.683,77,false
2025-03-28T00:00:00,2025-03-28T22:10:01.006,82,false
2025-03-29T00:00:00,2025-03-29T17:57:48.569,84,false
2025-03-30T00:00:00,2025-03-30T18:18:40.466,75,false
2025-03-31T00:00:00,2025-03-31T15:14:07.285,76,false
2025-04-01T00:00:00,2025-04-01T13:45:03.043,80,false
2025-04-02T00:00:00,2025-04-02T15:36:33.86,80,false
2025-04-03T00:00:00,2025-04-03T17:11:30.774,83,false
2025-04-04T00:00:00,2025-04-05T19:53:14.649,80,false
2025-04-05T00:00:00,2025-04-05T19:53:15.217,81,false
2025-04-09T00:00:00,2025-04-14T17:10:14.86,72,false
2025-04-08T00:00:00,2025-04-14T17:10:14.612,79,false
2025-04-10T00:00:00,2025-04-14T17:10:14.997,77,false
2025-04-16T00:00:00,2025-04-16T16:46:21.648,0,true
2025-04-17T00:00:00,2025-04-17T15:41:17.907,63,false
2025-04-18T00:00:00,2025-04-19T05:20:18.949,61,false
2025-04-19T00:00:00,2025-04-19T14:08:33.88,68,false
2025-04-21T00:00:00,2025-04-21T12:38:37.316,61,false
2025-04-22T00:00:00,2025-04-22T16:55:49.59,68,false
2025-04-24T00:00:00,2025-04-24T18:57:46.312,0,true
2025-04-27T00:00:00,2025-04-27T18:22:50.051,0,true
2025-04-28T00:00:00,2025-04-28T15:56:46.742,74,false
2025-04-29T00:00:00,2025-04-29T16:31:47.842,77,false
2025-04-30T00:00:00,2025-04-30T16:15:18.271,81,false
2025-05-01T00:00:00,2025-05-01T13:17:13.736,79,false
2025-05-02T00:00:00,2025-05-02T13:11:40.26,73,false
2025-05-03T00:00:00,2025-05-03T17:52:55.807,83,false
2025-05-05T00:00:00,2025-05-05T12:00:39.248,0,true
2025-05-06T00:00:00,2025-05-06T12:02:47.774,73,false
2025-05-07T00:00:00,2025-05-07T12:10:48.443,75,false
2025-05-08T00:00:00,2025-05-08T12:27:28.437,72,false
2025-05-09T00:00:00,2025-05-09T16:18:55.807,0,true
2025-05-10T00:00:00,2025-05-10T16:40:25.852,72,false
2025-05-11T00:00:00,2025-05-11T15:46:31.11,78,false
2025-05-12T00:00:00,2025-05-12T15:26:44.372,84,false
2025-05-13T00:00:00,2025-05-13T14:27:20.607,81,false
2025-05-14T00:00:00,2025-05-14T14:35:17.155,83,false
2025-05-15T00:00:00,2025-05-15T14:49:48.45,84,false
2025-05-16T00:00:00,2025-05-16T16:25:19.298,82,false
2025-05-17T00:00:00,2025-05-17T14:16:37.333,72,false
2025-05-18T00:00:00,2025-05-19T19:57:18.061,74,false
2025-05-21T00:00:00,2025-05-21T17:01:19.32,0,true
2025-05-22T00:00:00,2025-05-22T15:32:44.781,65,false
2025-05-25T00:00:00,2025-05-25T17:37:45,77,false
2025-05-28T00:00:00,2025-05-31T02:27:47.227,80,false
2025-05-29T00:00:00,2025-05-31T02:27:48.229,80,false
2025-05-30T00:00:00,2025-05-31T02:27:48.859,81,false
2025-06-02T00:00:00,2025-06-02T19:23:47.472,0,true
2025-06-03T00:00:00,2025-06-03T17:18:25.971,76,false
2025-06-04T00:00:00,2025-06-04T16:21:50.203,71,false
2025-06-05T00:00:00,2025-06-05T17:09:48.96,87,false
2025-06-06T00:00:00,2025-06-06T16:41:14.589,76,false
2025-06-08T00:00:00,2025-06-08T21:52:28.305,75,false
2025-06-07T00:00:00,2025-06-08T21:52:29.638,76,false
