timestamp,rmssd,coverage,low_frequency,high_frequency
2025-02-26T00:35:00,49.913,0.907,939.281,948.87
2025-02-26T00:40:00,51.722,0.967,1547.955,741.05
2025-02-26T00:45:00,64.268,0.93,967.493,998.002
2025-02-26T00:50:00,67.611,0.981,1952.437,1055.399
2025-02-26T00:55:00,62.853,0.931,1024.526,798.401
2025-02-26T01:00:00,75.477,0.953,1134.507,1140.138
2025-02-26T01:05:00,66.691,0.988,2360.316,1254.36
2025-02-26T01:10:00,70.306,0.982,1962.999,1087.559
2025-02-26T01:15:00,67.414,1.001,2608.285,1026.211
2025-02-26T01:20:00,68.711,0.949,2775.706,866.626
2025-02-26T01:25:00,71.954,0.968,3702.304,1267.501
2025-02-26T01:30:00,46.123,0.984,5073.972,535.407
2025-02-26T01:35:00,50.818,0.97,4735.088,692.528
2025-02-26T01:40:00,51.54,0.995,873.2,757.335
2025-02-26T01:45:00,76.051,0.955,1682.089,1646.698
2025-02-26T01:50:00,68.387,0.969,3187.829,1521.118
2025-02-26T01:55:00,46.998,1,1914.283,617.332
2025-02-26T02:00:00,42.946,0.986,816.534,541.649
2025-02-26T02:05:00,47.867,1.005,563.168,692.085
2025-02-26T02:10:00,45.244,1.001,683.729,523.32
2025-02-26T02:15:00,53.665,1.002,1139.373,840.026
2025-02-26T02:20:00,55.041,1.002,1183.642,768.308
2025-02-26T02:25:00,54.459,1.003,738.543,869.95
2025-02-26T02:30:00,52.841,1.002,1073.222,825.766
2025-02-26T02:35:00,59.28,0.879,3017.792,567.278
2025-02-26T02:40:00,69.734,0.994,2512.47,1255.989
2025-02-26T02:45:00,67.291,0.923,1836.27,1609.618
2025-02-26T02:50:00,53.064,0.918,2702.125,729.268
2025-02-26T02:55:00,36.406,0.969,1697.775,514.513
2025-02-26T03:00:00,44.971,0.95,1322.445,647.133
2025-02-26T03:05:00,51.584,1.004,1458.016,717.457
2025-02-26T03:10:00,62.484,1,1383.817,1078.319
2025-02-26T03:15:00,65.485,0.997,1017.185,1083.748
2025-02-26T03:20:00,64.205,1.003,1039.967,950.195
2025-02-26T03:25:00,63.518,0.927,906.378,787.419
