timestamp,overall_score,deep_sleep_in_minutes
2025-02-26T09:05:30Z,79,87
2025-02-27T07:59:00Z,72,41
2025-02-28T09:48:30Z,75,69
2025-03-01T08:05:00Z,67,87
2025-03-02T09:56:30Z,73,84
2025-03-03T07:39:00Z,76,87
2025-03-04T07:26:00Z,67,66
2025-03-05T08:01:30Z,74,80
2025-03-06T09:20:00Z,79,72
2025-03-07T09:47:30Z,80,85
2025-03-08T08:58:00Z,68,64
2025-03-09T09:30:30Z,80,69
2025-03-10T08:16:30Z,75,54
2025-03-11T09:58:00Z,79,83
2025-03-12T09:01:30Z,81,94
2025-03-13T09:22:00Z,87,126
2025-03-14T08:21:30Z,74,79
2025-03-15T09:21:00Z,77,71
2025-03-16T06:03:30Z,69,49
2025-03-18T05:06:30Z,52,63
2025-03-19T05:58:30Z,71,40
2025-03-20T05:51:00Z,59,50
2025-03-21T07:40:30Z,70,51
2025-03-22T06:56:30Z,63,75
2025-03-23T09:01:30Z,75,48
2025-03-24T07:45:30Z,79,58
2025-03-25T08:50:00Z,81,80
2025-03-26T08:40:00Z,81,87
2025-03-27T08:41:30Z,77,71
2025-03-28T09:30:00Z,80,97
2025-03-29T11:38:30Z,83,98
2025-03-30T11:41:30Z,75,107
2025-03-31T08:52:30Z,74,65
2025-04-01T07:19:00Z,69,63
2025-04-02T09:05:30Z,74,60
2025-04-03T10:54:00Z,75,70
2025-04-04T09:12:30Z,79,49
2025-04-05T12:30:00Z,84,94
2025-04-08T07:50:30Z,71,66
2025-04-09T06:01:00Z,70,35
2025-04-10T07:38:30Z,81,73
2025-04-16T10:22:30Z,76,65
2025-04-17T09:18:30Z,72,45
2025-04-18T07:48:30Z,69,62
2025-04-19T07:49:30Z,72,46
2025-04-21T05:28:00Z,64,27
2025-04-22T10:32:00Z,76,59
2025-04-24T12:44:30Z,69,48
2025-04-27T11:43:00Z,84,103
2025-04-28T09:18:00Z,79,57
2025-04-29T10:08:30Z,70,62
2025-04-30T05:07:00Z,67,36
2025-04-30T09:51:30Z,65,31
2025-05-01T06:53:00Z,62,76
2025-05-02T06:48:30Z,62,33
2025-05-03T11:06:30Z,85,79
2025-05-05T05:44:30Z,62,44
2025-05-06T05:38:30Z,60,41
2025-05-07T05:56:00Z,75,46
2025-05-08T06:05:30Z,65,17
2025-05-09T10:03:00Z,65,70
2025-05-10T10:22:00Z,77,93
2025-05-11T09:45:30Z,78,54
2025-05-12T09:11:30Z,80,62
2025-05-13T08:04:00Z,77,77
2025-05-14T08:12:00Z,77,58
2025-05-15T08:18:00Z,78,71
2025-05-16T10:02:30Z,76,88
2025-05-17T07:58:30Z,58,33
2025-05-18T08:05:30Z,45,47
2025-05-21T10:35:00Z,79,92
2025-05-22T09:28:30Z,68,40
2025-05-23T09:18:30Z,70,74
2025-05-24T05:34:00Z,67,44
2025-05-24T11:33:00Z,60,26
2025-05-25T10:47:00Z,76,76
2025-05-26T09:36:30Z,66,47
2025-05-27T10:15:30Z,74,66
2025-05-28T09:57:00Z,66,54
2025-05-29T08:45:00Z,63,52
2025-05-30T10:15:00Z,77,79
2025-06-02T05:15:00Z,58,39
2025-06-03T10:50:30Z,78,89
2025-06-04T09:58:30Z,69,71
2025-06-05T10:32:30Z,85,90
2025-06-06T09:46:00Z,70,36
2025-06-07T09:01:00Z,71,53
2025-06-08T09:55:00Z,75,57
