timestamp,rmssd,coverage,low_frequency,high_frequency
2025-03-14T00:40:00,61.977,0.943,1066.367,768.347
2025-03-14T00:45:00,78.571,1.006,3096.266,1250.096
2025-03-14T00:50:00,47.843,0.996,1057.553,416.926
2025-03-14T00:55:00,64.206,1.002,552.068,856.869
2025-03-14T01:00:00,58.045,1.003,518.53,833.161
2025-03-14T01:05:00,55.474,1.002,398.839,737.353
2025-03-14T01:10:00,57.782,0.942,714.176,571.286
2025-03-14T01:15:00,36.309,1.004,194.517,221.011
2025-03-14T01:20:00,28.798,0.997,258.213,168.54
2025-03-14T01:25:00,24.855,1.004,109.35,132.484
2025-03-14T01:30:00,23.115,1.003,489.017,90.465
2025-03-14T01:35:00,22.746,0.997,59.645,107.096
2025-03-14T01:40:00,25.869,1.013,92.965,147.551
2025-03-14T01:45:00,27.55,1.002,652.137,82.985
2025-03-14T01:50:00,25.317,0.965,121.53,106.85
2025-03-14T01:55:00,41.656,0.966,888.837,269.694
2025-03-14T02:00:00,34.533,1.002,438.395,219.007
2025-03-14T02:05:00,32.784,1.002,604.62,209.033
2025-03-14T02:10:00,34.51,1.001,443.789,219.701
2025-03-14T02:15:00,34.742,0.973,464.47,230.998
2025-03-14T02:20:00,34.2,0.998,677.448,249.104
2025-03-14T02:25:00,32.669,0.99,737.6,325.305
2025-03-14T02:30:00,53.66,0.935,958.566,454.25
2025-03-14T02:35:00,45.91,1.001,403.475,348.069
2025-03-14T02:40:00,41.373,1.003,234.767,296.899
2025-03-14T02:45:00,41.214,1.001,233.93,297.112
2025-03-14T02:50:00,36.507,0.964,395.43,220.709
2025-03-14T02:55:00,50.846,1.004,422.42,477.25
2025-03-14T03:00:00,44.128,1.002,484.028,409.598
2025-03-14T03:05:00,75.079,0.942,556.591,1362.899
2025-03-14T03:10:00,75.102,0.914,2842.844,891.96
2025-03-14T03:15:00,80.852,1.004,1790.269,1353.626
2025-03-14T03:20:00,69.214,1.003,494.077,913.749
2025-03-14T03:25:00,76.524,0.992,766.241,1006.007
2025-03-14T03:30:00,63.425,0.938,1150.886,850.428
2025-03-14T03:35:00,109.726,0.938,2487.498,1860.848
2025-03-14T03:40:00,76.406,0.996,2352.529,1135.644
2025-03-14T03:45:00,79.883,1.004,1636.481,1135.616
2025-03-14T03:50:00,63.725,1,1171.601,484.271
2025-03-14T03:55:00,78.946,1.003,1382.583,1297.089
2025-03-14T04:00:00,99.799,1.001,2037.894,1722.149
2025-03-14T04:05:00,103.697,0.966,1417.695,2342.848
2025-03-14T04:10:00,103.462,0.977,3297.898,2709.835
2025-03-14T04:15:00,84.62,0.953,964.722,1481.949
2025-03-14T04:20:00,87.403,0.954,1698.648,1215.659
2025-03-14T04:25:00,75.449,0.99,1356.575,1227.806
2025-03-14T04:30:00,76.118,0.983,1666.895,1504.384
2025-03-14T04:35:00,68.687,0.999,2111.352,856.784
2025-03-14T04:40:00,79.072,0.961,1061.763,1170.51
2025-03-14T04:45:00,59.285,1.004,770.838,741.998
2025-03-14T04:50:00,50.736,1,345.253,473.202
2025-03-14T04:55:00,49.464,1.005,379.333,574.215
2025-03-14T05:00:00,48.018,0.995,805.655,435.768
2025-03-14T05:05:00,46.403,0.999,493.564,469.02
2025-03-14T05:10:00,45.374,1.005,682.69,427.502
2025-03-14T05:15:00,43.583,1.002,955.255,427.876
2025-03-14T05:20:00,80.577,0.884,2901.794,1391.765
2025-03-14T05:25:00,66.373,1.003,2025.371,802.463
2025-03-14T05:30:00,68.609,0.931,3334.849,741.313
2025-03-14T05:35:00,84.831,0.96,1250.615,1019.777
2025-03-14T05:40:00,67.432,1.003,291.231,725.486
2025-03-14T05:45:00,83.221,0.926,1992.744,1201.806
2025-03-14T05:50:00,85.106,0.938,4693.794,1424.102
2025-03-14T05:55:00,61.259,1.004,598.429,689.205
2025-03-14T06:00:00,89.665,0.858,3969.284,1421.147
2025-03-14T06:05:00,92.832,0.858,2217.492,1506.202
2025-03-14T06:10:00,95.886,0.958,4252.746,2067.589
2025-03-14T06:15:00,95.954,0.889,5743.787,1651.682
2025-03-14T06:20:00,77.918,0.908,1899.311,1130.518
2025-03-14T06:25:00,93.37,0.974,2409.615,2004.753
2025-03-14T06:30:00,71.988,0.893,3103.213,1044.433
2025-03-14T06:35:00,89.798,0.918,751.225,1989.996
2025-03-14T06:40:00,84.024,0.937,3009.838,1529.829
2025-03-14T06:45:00,72.434,0.883,2819.456,1144.814
2025-03-16T01:35:00,52.761,0.985,584.985,643.676
2025-03-16T01:40:00,44.549,0.933,360.434,510.237
2025-03-16T01:45:00,59.076,0.776,1576.335,279.003
2025-03-16T01:50:00,56.076,1.003,670.227,621.413
2025-03-16T01:55:00,51.348,1.003,200.479,460.196
2025-03-16T02:00:00,43.03,0.993,107.755,320.788
