timestamp,rmssd,coverage,low_frequency,high_frequency
2025-02-21T00:05:00,96.203,0.708,2901.722,1509.451
2025-02-21T00:10:00,135.526,0.931,3562.117,3167.804
2025-02-21T00:15:00,147.814,0.976,3381.656,3212.405
2025-02-21T00:20:00,136.213,1.003,4362.61,3175.364
2025-02-21T00:25:00,125.74,1.006,468.925,2472.201
2025-02-21T00:30:00,125.166,0.973,673.169,2747.454
2025-02-21T00:35:00,112.535,1.007,435.526,1913.27
2025-02-21T00:40:00,110.987,1.001,355.92,1555.553
2025-02-21T00:45:00,121.644,1.008,240.43,1740.365
2025-02-21T00:50:00,128.244,1.002,283.823,1711.348
2025-02-21T00:55:00,127.91,1.003,265.79,1877.803
2025-02-21T01:00:00,127.703,0.934,876.752,1762.93
2025-02-21T01:05:00,153.052,1.002,901.354,3421.801
2025-02-21T01:10:00,134.939,0.994,1095.622,3127.339
2025-02-21T01:15:00,128.24,1.005,318.134,2314.031
2025-02-21T01:20:00,129.875,1.007,425.802,2406.135
2025-02-21T01:25:00,152.381,0.946,4473.831,2880.672
2025-02-21T01:30:00,139.218,0.998,2885.864,2223.667
2025-02-21T01:35:00,117.327,0.956,1883.2,1720.012
2025-02-21T01:40:00,132.554,0.963,3933.683,3977.869
2025-02-21T01:45:00,121.281,1.004,1879.52,2800.582
2025-02-21T01:50:00,122.522,1.005,3247.878,2243.676
2025-02-21T01:55:00,125.653,0.964,1500.484,2298.927
2025-02-21T02:00:00,117.867,1,877.224,2071.524
2025-02-21T02:05:00,122.045,1.007,870.733,2068.6
2025-02-21T02:10:00,111.903,0.997,225.516,1344.848
2025-02-21T02:15:00,141.683,1.002,543.981,1844.14
2025-02-21T02:20:00,141.773,0.962,328.09,1944.862
2025-02-21T02:25:00,149.22,1.006,590.662,2559.077
2025-02-21T02:30:00,144.015,0.962,2128.569,2425.519
2025-02-21T02:35:00,128.246,1.008,641.708,2046.883
2025-02-21T02:40:00,139.626,1.001,506.173,2109.441
2025-02-21T02:45:00,133.916,0.899,3130.429,2219.039
2025-02-21T02:50:00,148.41,1.005,433.149,2554.358
2025-02-21T02:55:00,160.986,0.959,5318.127,3171.582
2025-02-21T03:00:00,149.472,1.001,2443.375,2337.633
2025-02-21T03:05:00,148.854,1.005,697.992,2425.137
2025-02-21T03:10:00,154.447,1.004,641.887,2460.356
2025-02-21T03:15:00,150.447,1.002,546.49,2373.864
2025-02-21T03:20:00,155.412,1.004,887.09,2934.679
2025-02-21T03:25:00,175.377,0.961,1874.932,3290.636
2025-02-21T03:30:00,141.421,0.946,2002.546,2372.542
2025-02-21T03:35:00,132.331,1.005,3102.071,1625.72
2025-02-21T03:40:00,146.559,0.944,1862.334,2989.214
2025-02-21T03:45:00,144.383,0.955,5647.123,2025.471
2025-02-21T03:50:00,147.521,0.871,5254.517,2756.91
2025-02-21T03:55:00,164.244,0.892,2569.569,2555.105
2025-02-21T04:00:00,134.082,0.929,21086.558,4073.807
2025-02-21T04:05:00,133.584,0.914,4697.108,2816.077
2025-02-21T04:10:00,132.555,0.969,9871.509,1455.367
2025-02-21T04:15:00,152.93,0.942,1242.986,2259.405
2025-02-21T04:20:00,130.142,0.987,633.8,2219.486
2025-02-21T04:25:00,141.078,0.905,1297.563,2123.362
2025-02-21T04:30:00,138.085,0.975,7330.234,3947.357
2025-02-21T04:35:00,129.083,0.956,1331.691,2074.915
2025-02-21T04:40:00,131.273,0.955,2627.975,2054.378
2025-02-21T04:45:00,126.282,1.005,521.037,1801.037
2025-02-21T04:50:00,131.865,1.005,501.337,2074.02
2025-02-21T04:55:00,128.554,1.007,710.377,1740.276
2025-02-21T05:00:00,132.875,1.004,624.854,1846.07
2025-02-21T05:05:00,142.373,1.001,659.83,2020.417
2025-02-21T05:10:00,142.654,1.005,610.588,1954.12
2025-02-21T05:15:00,137.732,1.008,547.927,1990.561
2025-02-21T05:20:00,143.449,1.001,511.344,1641.447
2025-02-21T05:25:00,155.994,1.006,938.577,2403.952
2025-02-21T05:30:00,122.264,0.892,6196.453,2545.21
2025-02-21T05:35:00,122.9,1.003,1384.212,1836.5
2025-02-21T05:40:00,119.255,0.979,4026.737,2021.674
2025-02-21T22:05:00,84.273,0.933,2607.558,1734.458
2025-02-21T22:10:00,124.654,0.948,3509.266,4504.69
