timestamp,overall_score,deep_sleep_in_minutes
2025-02-21T05:55:30Z,75,78
2025-02-22T07:14:30Z,75,112
2025-02-23T09:23:00Z,84,69
2025-02-24T05:54:30Z,78,56
2025-02-25T05:52:30Z,78,41
2025-02-26T05:49:00Z,80,104
2025-02-27T05:48:30Z,81,102
2025-02-28T05:48:30Z,73,71
2025-03-01T07:16:00Z,73,91
2025-03-02T07:42:30Z,74,103
2025-03-03T06:02:00Z,78,76
2025-03-04T05:52:30Z,80,95
2025-03-05T05:49:00Z,85,119
2025-03-06T05:48:30Z,81,92
2025-03-08T07:49:00Z,76,32
2025-03-09T09:02:00Z,82,66
2025-03-10T05:50:00Z,67,70
2025-03-11T05:50:00Z,76,68
2025-03-13T05:49:00Z,81,96
2025-03-14T07:08:30Z,76,92
2025-03-15T08:48:30Z,80,111
2025-03-16T09:18:00Z,82,98
2025-03-17T08:36:00Z,78,58
2025-03-18T05:48:30Z,77,39
2025-03-19T05:53:30Z,62,23
2025-03-21T05:48:30Z,71,48
2025-03-22T07:03:30Z,75,80
2025-03-23T09:55:30Z,71,79
2025-03-24T05:49:30Z,65,69
2025-03-25T06:18:30Z,68,53
2025-03-26T06:06:30Z,69,48
2025-03-27T05:49:30Z,75,64
2025-03-28T05:51:30Z,69,82
2025-03-30T08:20:00Z,80,107
2025-03-31T07:15:00Z,76,75
2025-04-01T05:53:00Z,76,66
2025-04-02T05:53:30Z,66,70
2025-04-03T05:53:30Z,72,62
2025-04-04T05:52:30Z,69,47
2025-04-05T07:19:30Z,79,93
2025-04-06T07:05:00Z,71,71
2025-04-07T07:57:00Z,80,88
2025-04-08T05:55:30Z,74,52
2025-04-09T05:57:30Z,80,71
2025-04-10T06:03:30Z,70,35
2025-04-11T05:58:00Z,76,80
2025-04-12T07:33:00Z,74,84
2025-04-13T07:02:30Z,81,107
2025-04-14T08:24:30Z,72,94
2025-04-15T08:16:30Z,85,139
2025-04-16T07:40:00Z,79,103
2025-04-17T08:19:00Z,82,112
2025-04-18T07:53:30Z,66,65
2025-04-19T08:31:30Z,69,75
2025-04-20T09:22:30Z,76,98
2025-04-21T08:00:30Z,75,70
2025-04-22T05:49:00Z,67,76
2025-04-24T05:42:30Z,76,82
2025-04-26T07:04:00Z,85,102
2025-04-27T07:09:00Z,86,104
2025-04-28T06:34:00Z,75,69
2025-04-29T06:57:30Z,71,95
2025-04-30T05:03:30Z,53,59
2025-05-01T09:03:30Z,82,117
2025-05-02T07:32:30Z,70,73
2025-05-04T06:55:00Z,70,43
2025-05-05T08:38:30Z,72,92
2025-05-06T08:25:30Z,74,86
2025-05-07T08:51:00Z,82,89
2025-05-08T09:51:30Z,72,86
2025-05-09T08:42:30Z,77,89
2025-05-11T08:23:00Z,70,80
2025-05-13T05:59:30Z,75,71
2025-05-14T06:17:30Z,66,63
2025-05-15T06:02:00Z,72,46
2025-05-16T05:53:30Z,66,53
2025-05-17T07:09:30Z,82,66
2025-05-19T05:49:30Z,84,70
2025-05-20T05:52:30Z,75,75
2025-05-21T06:03:00Z,70,69
2025-05-22T05:54:30Z,73,100
2025-05-24T07:05:00Z,78,95
2025-05-25T05:48:30Z,69,81
2025-05-26T07:07:30Z,78,77
2025-05-27T05:55:00Z,67,63
2025-05-29T06:38:30Z,72,63
2025-05-30T05:55:00Z,78,74
2025-05-31T07:31:00Z,80,81
2025-06-01T06:29:00Z,72,52
2025-06-02T05:49:00Z,73,89
2025-06-03T05:54:00Z,73,57
2025-06-04T05:54:00Z,67,52
2025-06-05T07:34:30Z,74,120
2025-06-06T05:53:30Z,74,76
2025-06-07T07:12:00Z,74,92
