DATE,UPDATED_AT,STRESS_SCORE,CALCULATION_FAILED
2025-02-18T00:00:00,2025-02-18T14:42:53.5,0,true
2025-02-19T00:00:00,2025-02-19T15:21:34.589,67,false
2025-02-20T00:00:00,2025-02-20T17:21:41.045,66,false
2025-02-21T00:00:00,2025-02-21T16:22:34.187,69,false
2025-02-22T00:00:00,2025-02-22T17:39:52.61,76,false
2025-02-23T00:00:00,2025-02-23T16:28:42.374,73,false
2025-02-24T00:00:00,2025-02-24T16:15:02.945,78,false
2025-02-25T00:00:00,2025-02-25T16:09:43.541,71,false
2025-03-06T00:00:00,2025-03-06T17:27:39.031,71,false
2025-03-07T00:00:00,2025-03-07T14:35:19.582,76,false
2025-03-08T00:00:00,2025-03-08T16:12:36.149,72,false
2025-03-12T00:00:00,2025-03-12T14:48:15.173,0,true
2025-03-20T00:00:00,2025-03-20T13:13:23.035,0,true
2025-03-21T00:00:00,2025-03-21T11:59:52.537,69,false
2025-04-01T00:00:00,2025-04-01T12:24:05.58,0,true
2025-04-02T00:00:00,2025-04-02T17:07:41.555,65,false
2025-04-04T00:00:00,2025-04-04T12:41:00.473,0,true
2025-04-05T00:00:00,2025-04-05T16:23:00.969,65,false
2025-04-06T00:00:00,2025-04-06T18:32:39.835,69,false
2025-04-07T00:00:00,2025-04-07T17:20:31.682,77,false
2025-04-08T00:00:00,2025-04-08T12:47:38.202,0,true
2025-04-09T00:00:00,2025-04-09T17:03:36.345,72,false
2025-04-10T00:00:00,2025-04-10T17:40:21.45,67,false
2025-04-11T00:00:00,2025-04-11T17:17:48,72,false
2025-04-12T00:00:00,2025-04-12T13:46:27.747,70,false
2025-04-13T00:00:00,2025-04-13T15:19:07.426,79,false
2025-04-15T00:00:00,2025-04-15T18:14:33.74,0,true
2025-04-16T00:00:00,2025-04-16T11:42:09.535,72,false
2025-04-17T00:00:00,2025-04-17T16:09:18.67,72,false
2025-04-18T00:00:00,2025-04-18T13:58:03.57,75,false
2025-04-19T00:00:00,2025-04-19T10:47:30.02,75,false
2025-04-20T00:00:00,2025-04-20T16:54:36.394,65,false
2025-04-21T00:00:00,2025-04-21T14:18:17.8,70,false
2025-04-23T00:00:00,2025-04-23T17:08:37.482,0,true
2025-04-25T00:00:00,2025-04-25T17:13:41.737,0,true
2025-04-26T00:00:00,2025-04-26T12:21:41.131,67,false
2025-04-27T00:00:00,2025-04-27T20:03:39.724,0,true
2025-04-28T00:00:00,2025-04-28T16:56:39.246,73,false
2025-04-29T00:00:00,2025-04-29T19:50:54.911,69,false
2025-04-30T00:00:00,2025-04-30T17:37:01.998,70,false
2025-05-01T00:00:00,2025-05-01T15:07:18.631,71,false
2025-05-02T00:00:00,2025-05-02T18:28:48.013,70,false
2025-05-03T00:00:00,2025-05-03T18:37:17.745,73,false
2025-05-04T00:00:00,2025-05-04T17:58:01.062,69,false
2025-05-05T00:00:00,2025-05-05T12:31:05.792,73,false
2025-05-06T00:00:00,2025-05-06T12:38:00.748,69,false
2025-05-07T00:00:00,2025-05-07T17:53:08.439,69,false
2025-05-08T00:00:00,2025-05-08T16:33:39.802,69,false
2025-05-09T00:00:00,2025-05-09T13:42:58.284,78,false
2025-05-10T00:00:00,2025-05-10T16:40:52.709,75,false
2025-05-11T00:00:00,2025-05-11T13:19:40.271,64,false
2025-05-13T00:00:00,2025-05-13T14:11:50.102,67,false
2025-05-14T00:00:00,2025-05-14T15:52:58.361,69,false
2025-05-15T00:00:00,2025-05-15T16:44:41.68,65,false
2025-05-16T00:00:00,2025-05-16T16:40:29.25,70,false
2025-05-17T00:00:00,2025-05-17T13:16:06.582,70,false
2025-05-19T00:00:00,2025-05-19T12:24:31.547,0,true
2025-05-20T00:00:00,2025-05-20T15:17:22.163,75,false
2025-05-21T00:00:00,2025-05-21T17:50:08.983,81,false
2025-05-29T00:00:00,2025-05-29T15:40:15.664,71,false
2025-05-30T00:00:00,2025-05-30T16:39:49.592,83,false
2025-05-31T00:00:00,2025-05-31T15:03:54.207,80,false
2025-06-01T00:00:00,2025-06-01T16:59:10.383,79,false
2025-06-02T00:00:00,2025-06-02T16:00:10.25,71,false
2025-06-03T00:00:00,2025-06-03T16:22:14.381,69,false
2025-06-04T00:00:00,2025-06-04T14:33:45.356,0,true
2025-06-05T00:00:00,2025-06-05T14:49:19.576,66,false
2025-06-06T00:00:00,2025-06-06T17:16:24.874,69,false
2025-06-07T00:00:00,2025-06-07T17:27:19.415,77,false
2025-06-08T00:00:00,2025-06-08T16:43:44.524,67,false
