timestamp,overall_score,deep_sleep_in_minutes
2025-03-14T08:57:30Z,74,82
2025-03-15T07:20:00Z,78,89
2025-03-18T07:54:00Z,80,68
2025-04-13T10:36:30Z,82,94
2025-04-14T06:32:30Z,65,38
2025-04-15T09:51:30Z,84,81
2025-04-16T09:22:00Z,73,79
2025-04-17T15:03:00Z,84,99
2025-04-18T11:34:00Z,72,82
2025-04-19T11:49:30Z,75,109
2025-04-20T14:48:30Z,81,93
2025-04-21T10:27:00Z,62,51
2025-04-23T07:03:00Z,68,50
2025-04-24T08:08:00Z,77,56
2025-04-25T09:22:30Z,77,61
2025-04-26T07:29:00Z,68,78
2025-04-27T06:49:00Z,68,79
2025-04-28T06:34:30Z,68,57
2025-04-29T08:19:00Z,74,77
2025-04-30T11:32:30Z,82,128
2025-05-01T10:23:00Z,76,82
2025-05-02T09:46:00Z,75,80
2025-05-03T07:34:00Z,74,60
2025-05-04T11:00:00Z,78,78
2025-05-05T12:52:00Z,82,66
2025-05-06T08:00:30Z,72,70
2025-05-07T06:53:00Z,80,76
2025-05-08T08:25:00Z,73,62
2025-05-09T09:41:30Z,70,75
2025-05-10T07:52:30Z,72,75
2025-05-11T11:46:30Z,76,67
2025-05-12T06:29:30Z,71,44
2025-05-13T11:01:30Z,80,84
2025-05-14T05:56:30Z,68,24
2025-05-15T12:03:30Z,84,129
2025-05-16T09:23:30Z,72,51
2025-05-17T07:14:00Z,66,57
2025-05-18T08:37:00Z,75,76
2025-05-19T08:04:00Z,73,57
2025-05-20T10:04:30Z,79,82
2025-05-21T10:01:00Z,74,84
2025-05-23T02:55:30Z,57,17
2025-05-23T12:28:00Z,65,68
2025-05-24T11:05:00Z,83,80
2025-05-25T09:26:00Z,72,65
2025-05-26T08:12:30Z,65,74
2025-05-27T09:48:30Z,65,89
2025-05-28T11:05:00Z,83,83
2025-05-29T08:04:30Z,73,53
2025-05-30T09:29:00Z,69,76
2025-05-31T12:05:00Z,87,127
2025-06-01T10:12:30Z,68,63
2025-06-02T11:32:30Z,81,84
2025-06-03T08:09:30Z,64,35
2025-06-04T11:08:30Z,78,69
2025-06-05T08:31:30Z,73,71
2025-06-06T09:23:30Z,81,102
2025-06-07T13:27:30Z,88,114
2025-06-08T05:53:30Z,71,25
2025-06-09T06:32:30Z,65,53
2025-06-10T07:17:00Z,78,54
2025-06-11T10:05:30Z,75,65
2025-06-12T09:55:30Z,73,62
2025-06-13T09:26:30Z,86,107
2025-06-14T07:17:00Z,67,73
2025-06-15T11:48:30Z,89,117
2025-06-16T06:40:00Z,74,39
