timestamp,rmssd,coverage,low_frequency,high_frequency
2025-03-14T01:15:00,61.791,0.99,3944.437,1092.719
2025-03-14T01:20:00,54.27,0.986,2714.379,785.611
2025-03-14T01:25:00,25.991,0.965,619.029,154.175
2025-03-14T01:30:00,15.476,0.968,1868.808,47.517
2025-03-14T01:35:00,55.072,0.918,1094.137,587.99
2025-03-14T01:40:00,51.997,0.938,611.311,759.808
2025-03-14T01:45:00,54.914,1.002,1220.846,881.946
2025-03-14T01:50:00,61.962,1,593.497,1468.044
2025-03-14T01:55:00,58.484,1.004,624.108,879.329
2025-03-14T02:00:00,62.709,1.001,703.631,1132.245
2025-03-14T02:05:00,34.614,0.818,4156.708,335.147
2025-03-14T02:10:00,17.526,1.004,419.724,108.965
2025-03-14T02:15:00,12.981,0.971,717.283,64.462
2025-03-14T02:20:00,14.429,0.951,273.474,56.174
2025-03-14T02:25:00,21.776,0.862,478.364,36.93
2025-03-14T02:30:00,13.379,0.971,1492.407,96.826
2025-03-14T02:35:00,14.805,0.907,646.284,90.125
2025-03-14T02:40:00,13.187,0.937,80.48,28.671
2025-03-14T02:45:00,17.687,0.953,127.727,52.4
2025-03-14T02:50:00,15.325,0.992,2782.806,136.53
2025-03-14T02:55:00,10.628,1.004,37.63,15.093
2025-03-14T03:00:00,10.19,0.998,50.26,9.933
2025-03-14T03:05:00,11.111,1.002,24.239,15.906
2025-03-14T03:10:00,14.15,0.878,2775.844,79.8
2025-03-14T03:15:00,12.377,0.856,325.684,34.697
2025-03-14T03:20:00,18.705,1,571.439,115.251
2025-03-14T03:25:00,16.415,1.002,243.53,70.217
2025-03-14T03:30:00,25.948,1.003,356.093,107.294
2025-03-14T03:35:00,39.203,0.998,1784.469,221.318
2025-03-14T03:40:00,48.512,0.997,676.823,495.8
2025-03-14T03:45:00,51.886,0.831,3613.58,383.01
2025-03-14T03:50:00,20.982,1.004,96.719,107.675
2025-03-14T03:55:00,13.548,0.975,647.741,55.955
2025-03-14T04:00:00,21.553,0.948,1454.668,173.211
2025-03-14T04:05:00,13.83,0.984,747.692,105.833
2025-03-14T04:10:00,18.572,0.918,365.649,94.431
2025-03-14T04:15:00,14.357,1.001,239.279,126.132
2025-03-14T04:20:00,19.667,0.951,557.809,107.205
2025-03-14T04:25:00,14.376,1.001,42.495,33.471
2025-03-14T04:30:00,11.582,1.005,241.467,28.57
2025-03-14T04:35:00,11.817,1.005,36.196,19.097
2025-03-14T04:40:00,51.496,0.871,8593.463,790.032
2025-03-14T04:45:00,43.388,0.995,582.295,421.304
2025-03-14T04:50:00,38.25,0.992,1148.499,370.398
2025-03-14T04:55:00,43.747,1.004,526.093,431.377
2025-03-14T05:00:00,50.229,1.002,1098.197,471.641
2025-03-14T05:05:00,47.849,0.875,2249.293,549.528
2025-03-14T05:10:00,27.77,1.003,2079.501,477.331
2025-03-14T05:15:00,47.269,0.972,4205.821,602.358
2025-03-14T05:20:00,20.849,0.915,1884.172,50.608
2025-03-14T05:25:00,18.258,0.924,542.364,137.055
2025-03-14T05:30:00,37.648,0.911,1984.368,1289.641
2025-03-14T05:35:00,32.224,0.959,412.789,214.517
2025-03-14T05:40:00,34.986,0.865,2000.548,191.136
2025-03-14T05:45:00,38.944,0.931,723.815,307.081
2025-03-14T05:50:00,12.233,1.003,350.619,86.298
2025-03-14T05:55:00,13.897,1.003,167.68,82.416
2025-03-14T06:00:00,13.862,0.999,537.564,83.442
2025-03-14T06:05:00,17.438,1.001,252.717,74.562
2025-03-14T06:10:00,20.799,0.997,202.171,100.633
2025-03-14T06:15:00,21.161,0.927,802.231,62.086
