DATE,UPDATED_AT,STRESS_SCORE,CALCULATION_FAILED
2025-03-14T00:00:00,2025-03-14T15:20:04.436,0,true
2025-03-15T00:00:00,2025-03-15T13:32:04.59,79,false
2025-03-17T00:00:00,2025-03-17T22:05:58.883,67,false
2025-03-18T00:00:00,2025-03-18T14:06:24.046,79,false
2025-04-14T00:00:00,2025-04-19T20:20:03.465,63,false
2025-04-19T00:00:00,2025-04-19T20:20:03.827,66,false
2025-04-15T00:00:00,2025-04-19T20:20:03.907,71,false
2025-04-13T00:00:00,2025-04-19T20:20:03.954,0,true
2025-04-18T00:00:00,2025-04-19T20:20:04.603,65,false
2025-04-16T00:00:00,2025-04-19T20:20:05.001,70,false
2025-04-17T00:00:00,2025-04-19T20:20:05.277,0,true
2025-04-20T00:00:00,2025-04-20T21:12:56.101,0,true
2025-04-21T00:00:00,2025-04-21T20:50:10.006,65,false
2025-04-26T00:00:00,2025-04-28T07:11:21.153,77,false
2025-04-27T00:00:00,2025-04-28T07:11:21.482,79,false
2025-04-23T00:00:00,2025-04-28T07:11:21.523,70,false
2025-04-25T00:00:00,2025-04-28T07:11:22.302,76,false
2025-04-24T00:00:00,2025-04-28T07:11:22.383,73,false
2025-04-28T00:00:00,2025-04-28T13:00:30.555,86,false
2025-04-29T00:00:00,2025-04-29T14:36:32.891,79,false
2025-04-30T00:00:00,2025-05-01T06:37:45.684,76,false
2025-05-01T00:00:00,2025-05-01T17:29:57.997,73,false
2025-05-02T00:00:00,2025-05-02T16:00:39.048,78,false
2025-05-03T00:00:00,2025-05-03T13:56:07.288,77,false
2025-05-04T00:00:00,2025-05-04T17:16:43.192,69,false
2025-05-05T00:00:00,2025-05-06T06:39:53.35,74,false
2025-05-06T00:00:00,2025-05-06T14:17:10.496,68,false
2025-05-07T00:00:00,2025-05-08T02:18:38.454,74,false
2025-05-08T00:00:00,2025-05-09T06:20:48.672,79,false
2025-05-09T00:00:00,2025-05-09T16:07:08.564,79,false
2025-05-11T00:00:00,2025-05-12T06:30:31.858,75,false
2025-05-10T00:00:00,2025-05-12T06:30:34.611,71,false
2025-05-12T00:00:00,2025-05-12T12:44:57.347,78,false
2025-05-13T00:00:00,2025-05-14T07:30:41.235,74,false
2025-05-14T00:00:00,2025-05-15T05:30:48.089,77,false
2025-05-15T00:00:00,2025-05-15T18:04:55.836,76,false
2025-05-16T00:00:00,2025-05-16T15:54:10.317,79,false
2025-05-17T00:00:00,2025-05-17T13:27:46.651,74,false
2025-05-18T00:00:00,2025-05-18T15:50:30.368,77,false
2025-05-19T00:00:00,2025-05-19T14:24:13,72,false
2025-05-20T00:00:00,2025-05-21T06:15:05.307,71,false
2025-05-21T00:00:00,2025-05-21T16:19:51.93,71,false
2025-05-22T00:00:00,2025-05-22T10:38:32.936,68,false
2025-05-28T00:00:00,2025-05-28T17:17:55.427,79,false
2025-05-30T00:00:00,2025-06-01T21:59:31.608,76,false
2025-06-01T00:00:00,2025-06-01T21:59:31.715,77,false
2025-05-29T00:00:00,2025-06-01T21:59:32.355,81,false
2025-05-31T00:00:00,2025-06-01T21:59:32.405,73,false
2025-06-02T00:00:00,2025-06-03T03:35:50.303,73,false
2025-06-03T00:00:00,2025-06-03T16:22:18.358,67,false
2025-06-04T00:00:00,2025-06-04T17:58:32.983,78,false
2025-06-05T00:00:00,2025-06-05T14:48:53.31,71,false
2025-06-06T00:00:00,2025-06-07T07:04:30.898,81,false
2025-06-07T00:00:00,2025-06-07T19:52:19.185,0,true
2025-06-08T00:00:00,2025-06-08T12:33:01.022,63,false
2025-06-09T00:00:00,2025-06-09T20:06:26.561,67,false
2025-06-10T00:00:00,2025-06-10T14:08:42.463,74,false
2025-06-12T00:00:00,2025-06-13T00:25:14.114,76,false
2025-06-11T00:00:00,2025-06-13T00:25:14.642,73,false
2025-06-13T00:00:00,2025-06-16T07:40:09.906,82,false
2025-06-14T00:00:00,2025-06-16T07:40:10.544,72,false
2025-06-15T00:00:00,2025-06-16T07:40:10.583,82,false
2025-06-16T00:00:00,2025-06-16T18:00:06.653,77,false
