DATE,UPDATED_AT,STRESS_SCORE,CALCULATION_FAILED
2025-04-08T00:00:00,2025-04-09T00:54:36.883,0,true
2025-04-09T00:00:00,2025-04-09T18:51:22.107,76,false
2025-04-10T00:00:00,2025-04-10T15:24:12.58,84,false
2025-04-11T00:00:00,2025-04-11T21:54:45.137,0,true
2025-04-12T00:00:00,2025-04-13T03:53:02.73,0,true
2025-04-13T00:00:00,2025-04-14T02:28:58.272,0,true
2025-04-14T00:00:00,2025-04-14T18:27:34.532,79,false
2025-04-15T00:00:00,2025-04-15T22:12:54.033,80,false
2025-04-16T00:00:00,2025-04-16T19:40:46.193,81,false
2025-04-17T00:00:00,2025-04-17T20:11:37.573,0,true
2025-04-18T00:00:00,2025-04-19T02:13:44.629,81,false
2025-04-19T00:00:00,2025-04-19T21:12:40.698,87,false
2025-04-20T00:00:00,2025-04-20T15:47:42.254,83,false
2025-04-21T00:00:00,2025-04-21T18:28:35.742,82,false
2025-04-22T00:00:00,2025-04-22T20:50:23.583,87,false
2025-04-23T00:00:00,2025-04-23T19:50:58.546,84,false
2025-04-24T00:00:00,2025-04-24T21:41:22.126,86,false
2025-04-25T00:00:00,2025-04-25T19:37:22.131,0,true
2025-04-26T00:00:00,2025-04-28T07:15:19.218,77,false
2025-04-27T00:00:00,2025-04-28T07:15:22.08,78,false
2025-04-28T00:00:00,2025-04-28T14:51:37.731,72,false
2025-04-29T00:00:00,2025-04-29T21:05:11.303,0,true
2025-04-30T00:00:00,2025-05-01T00:55:40.774,0,true
2025-05-01T00:00:00,2025-05-01T22:28:34.43,0,true
2025-05-02T00:00:00,2025-05-02T21:42:03.967,0,true
2025-05-03T00:00:00,2025-05-03T16:12:53.306,79,false
2025-05-04T00:00:00,2025-05-04T21:14:08.903,0,true
2025-05-05T00:00:00,2025-05-06T17:54:30.967,81,false
2025-05-06T00:00:00,2025-05-06T17:54:31.019,82,false
2025-05-07T00:00:00,2025-05-08T04:18:24.585,0,true
2025-05-08T00:00:00,2025-05-08T15:04:49.366,78,false
2025-05-09T00:00:00,2025-05-11T03:21:03.928,0,true
2025-05-10T00:00:00,2025-05-11T03:21:04.121,86,false
2025-05-11T00:00:00,2025-05-11T21:29:04.364,0,true
2025-05-12T00:00:00,2025-05-13T00:14:36.098,0,true
2025-05-13T00:00:00,2025-05-13T19:29:36.263,72,false
