timestamp,rmssd,coverage,low_frequency,high_frequency
2025-02-25T00:00:00,78.161,0.867,1053.653,1391.341
2025-02-25T00:05:00,82.228,0.851,2212.859,1680.026
2025-02-25T00:10:00,88.313,1.003,1311.55,2745.379
2025-02-25T00:15:00,76.298,1.005,579.016,2020.993
2025-02-25T00:20:00,74.253,0.952,1711.331,1663.366
2025-02-25T00:25:00,84.032,0.895,1961.938,1843.239
2025-02-25T00:30:00,74.092,0.989,1277.061,1524.93
2025-02-25T00:35:00,67.548,0.967,1802.118,1041.841
2025-02-25T00:40:00,97.388,0.79,1983.196,1928.16
2025-02-25T00:45:00,112.37,0.992,1580.454,4114.519
2025-02-25T00:50:00,84.059,0.956,959.567,1833.125
2025-02-25T00:55:00,83.874,1.003,1234.567,2106.962
2025-02-25T01:00:00,82.179,0.955,938.505,1999.289
2025-02-25T01:05:00,83.262,0.961,1303.108,1715.47
2025-02-25T01:15:00,51.225,1.004,1194.572,909.368
2025-02-25T01:20:00,60.736,0.899,2096.536,1338.602
2025-02-25T01:25:00,69.617,0.926,3513.206,1443.991
2025-02-25T01:30:00,76.245,1.006,1349.755,2263.053
2025-02-25T01:35:00,63.456,0.998,878.872,1313.981
2025-02-25T01:40:00,78.046,0.922,3675.548,1492.484
2025-02-25T01:55:00,90.105,0.945,3116.575,1794.746
2025-02-25T02:00:00,95.734,0.935,2004.774,2393.733
2025-02-25T02:05:00,96.921,0.924,5742.409,2044.666
2025-02-25T02:10:00,90.368,0.915,4535.898,1715.33
2025-02-25T02:15:00,109.634,0.927,2813.427,2170.59
2025-02-25T02:20:00,113.074,0.9,3053.292,2752.929
2025-02-25T02:25:00,99.971,0.954,4369.406,2456.086
2025-02-25T02:30:00,90.301,0.929,1915.936,1994.304
2025-02-25T02:35:00,81.6,0.886,5261.807,1528.311
2025-02-25T02:40:00,101.222,0.883,7886.327,2161.094
2025-02-25T02:50:00,97.416,0.779,1718.298,2440.609
2025-02-25T02:55:00,86.562,0.899,1824.032,1695.848
2025-02-25T03:00:00,71.831,0.92,3615.623,1276.053
2025-02-25T03:05:00,100.861,0.969,2444.012,4068.934
