timestamp,overall_score,deep_sleep_in_minutes
2025-02-25T05:42:00Z,75,53
2025-02-26T05:43:30Z,78,37
2025-02-28T07:09:30Z,82,67
2025-03-01T07:15:00Z,66,94
2025-03-02T07:50:30Z,81,108
2025-03-03T06:49:00Z,81,108
2025-03-04T05:35:00Z,83,68
2025-03-05T05:32:00Z,81,81
2025-03-06T07:02:30Z,73,26
2025-03-08T06:57:30Z,80,102
2025-03-09T09:30:30Z,85,102
2025-03-11T05:41:00Z,73,65
2025-03-14T05:34:30Z,67,79
2025-03-15T07:13:00Z,76,84
2025-03-17T07:03:30Z,65,112
2025-03-17T12:56:00Z,55,6
2025-03-18T06:20:00Z,66,73
2025-03-19T07:50:00Z,76,71
2025-03-25T05:36:30Z,82,74
2025-03-26T05:34:30Z,71,54
2025-03-27T06:42:30Z,79,79
2025-03-29T09:33:30Z,83,95
2025-03-31T07:12:30Z,90,93
2025-04-01T05:34:30Z,81,82
2025-04-02T05:57:00Z,73,64
